70;gov2;IDX_D;0;10;2;10;4653233;4624654;19395;50410357;0;0;133877909
211;gov2;IDX_D;0;10;3;10;318157;318127;122276;50410357;0;0;320402
257;gov2;IDX_D;0;10;2;10;24492;18156;246;50410357;0;0;24691
259;gov2;IDX_D;0;10;3;10;64840;64817;42377;50410357;0;0;65325
450;gov2;IDX_D;0;10;2;10;35710;35410;25274;50410357;0;0;36181
527;gov2;IDX_D;0;10;2;10;1738;1659;1158;50410357;0;0;1835
591;gov2;IDX_D;0;10;3;10;1402;1383;662;50410357;0;0;1493
626;gov2;IDX_D;0;10;2;10;1214;1202;925;50410357;0;0;1306
717;gov2;IDX_D;0;10;1;10;23265;23255;19090;50410357;0;0;23660
736;gov2;IDX_D;0;10;4;10;72871;72851;35193;50410357;0;0;73371
775;gov2;IDX_D;0;10;8;10;647835;647206;198912;50410357;0;0;650490
892;gov2;IDX_D;0;10;4;10;1321055;1311966;549669;50410357;0;0;1322456
966;gov2;IDX_D;0;10;2;10;180673;180646;33241;50410357;0;0;181166
1113;gov2;IDX_D;0;10;2;10;9272;9066;6719;50410357;0;0;9457
1131;gov2;IDX_D;0;10;3;10;677923;677906;219067;50410357;0;0;680648
1180;gov2;IDX_D;0;10;7;10;600146;552414;195621;50410357;0;0;602511
1209;gov2;IDX_D;0;10;6;10;105536;94903;41635;50410357;0;0;106057
1235;gov2;IDX_D;0;10;1;5;891;218;113;50410357;0;0;987
1243;gov2;IDX_D;0;10;2;10;15269;15257;10934;50410357;0;0;15509
1248;gov2;IDX_D;0;10;4;10;52802;52778;24072;50410357;0;0;53321
1253;gov2;IDX_D;0;10;1;10;24186;23351;19422;50410357;0;0;24600
1264;gov2;IDX_D;0;10;3;10;209989;209959;81927;50410357;0;0;210886
1286;gov2;IDX_D;0;10;5;10;72938;68329;30624;50410357;0;0;73466
1412;gov2;IDX_D;0;10;2;10;72465;72024;44847;50410357;0;0;72978
1468;gov2;IDX_D;0;10;3;10;1839704;1839365;524132;50410357;0;0;1842578
1550;gov2;IDX_D;0;10;1;10;160539;148088;5648;50410357;0;0;160844
1551;gov2;IDX_D;0;10;1;10;13788;13765;11020;50410357;0;0;14051
1613;gov2;IDX_D;0;10;2;10;90491;90477;60977;50410357;0;0;90996
1661;gov2;IDX_D;0;10;2;10;61825;61176;38218;50410357;0;0;62340
1796;gov2;IDX_D;0;10;2;10;6726;6525;4191;50410357;0;0;6866
1847;gov2;IDX_D;0;10;5;10;147985;147964;60804;50410357;0;0;150206
1903;gov2;IDX_D;0;10;5;10;758337;751088;278795;50410357;0;0;759899
1969;gov2;IDX_D;0;10;2;10;28313;20539;2756;50410357;0;0;30208
2118;gov2;IDX_D;0;10;4;10;749924;749895;370293;50410357;0;0;752543
2146;gov2;IDX_D;0;10;2;10;35989;33497;12223;50410357;0;0;36352
2217;gov2;IDX_D;0;10;3;10;721530;721502;187829;50410357;0;0;724144
