qryid;collection;ranker;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
7078;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;162221;161135;31844;0;0;0;162832
7172;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;14385;13429;4134;0;0;0;14570
7188;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;76028;76009;16432;0;0;0;76588
7211;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;47476;47144;10310;0;0;0;48037
7450;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;597383;597327;90066;0;0;0;598902
7552;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;20239;18077;4597;0;0;0;20493
7635;gov2;tfidf;IDX_DR_TFIDF;0;100;1;100;7759;7747;1880;0;0;0;7853
7712;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;32013;31991;6645;0;0;0;32506
7956;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;6752;6653;1957;0;0;0;6862
8018;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;113601;113579;20829;0;0;0;114203
8847;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;9069;8634;2605;0;0;0;9219
8946;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;32656;32632;6756;0;0;0;33028
8961;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;28279;28249;6941;0;0;0;28701
9061;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;34177;34159;7405;0;0;0;34688
9178;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;51619;51551;11999;0;0;0;52141
9275;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;154974;154846;31717;0;0;0;155570
9523;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;324593;323642;58956;0;0;0;325235
9527;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;147683;146319;25940;0;0;0;148316
9535;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;48063;47624;10360;0;0;0;48668
9540;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;65060;65002;12969;0;0;0;65651
9726;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;14586;14009;4203;0;0;0;14774
9730;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;187486;187462;31436;0;0;0;188077
9839;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;110753;110308;23587;0;0;0;111362
9840;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;37019;36426;7632;0;0;0;37215
9866;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;89234;88639;17259;0;0;0;89456
9950;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;29791;28554;6572;0;0;0;29936
9957;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;23948;23599;6743;0;0;0;24055
9977;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;23028;22862;6422;0;0;0;23139
9991;gov2;tfidf;IDX_DR_TFIDF;0;100;9;100;173707;173499;26145;0;0;0;174304
10021;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;118535;118345;25349;0;0;0;119154
10063;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;24621;23647;5001;0;0;0;24909
10139;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;30355;30336;9047;0;0;0;30725
10231;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;267638;267607;45144;0;0;0;268246
10395;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;31419;30523;7804;0;0;0;31924
10397;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;176960;176930;32670;0;0;0;177568
10470;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;131128;130591;29718;0;0;0;131751
11060;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;12468;11647;3540;0;0;0;12645
11077;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;58106;58088;13410;0;0;0;58684
11155;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;62712;62418;13443;0;0;0;63293
11188;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;382399;382111;69558;0;0;0;383376
11242;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;99109;94893;20314;0;0;0;99707
11245;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;189282;189010;35990;0;0;0;189901
11382;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;731196;730420;113185;0;0;0;732982
11432;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;66513;61779;11811;0;0;0;67109
11439;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;77141;76883;15633;0;0;0;77739
11476;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;20303;19781;4285;0;0;0;20579
11545;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;69264;69245;15587;0;0;0;69815
11809;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;15794;15507;3522;0;0;0;15984
11848;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;128810;128791;25980;0;0;0;129405
12000;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;289765;288650;52611;0;0;0;290423
12146;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;8195;6691;2045;0;0;0;8331
12190;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;77237;77216;16430;0;0;0;77796
12254;gov2;tfidf;IDX_DR_TFIDF;0;100;11;100;726440;726003;93868;0;0;0;727915
12588;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;35456;33617;7252;0;0;0;36014
12644;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;81355;81269;17167;0;0;0;81929
12658;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;16995;16777;4461;0;0;0;17233
12732;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;8256;8243;2349;0;0;0;8364
12835;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;49877;49861;10202;0;0;0;50413
12876;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;25356;25195;5111;0;0;0;25789
13115;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;32356;32336;6784;0;0;0;32792
13236;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;66983;66962;13703;0;0;0;67584
13289;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;132511;132221;24814;0;0;0;133142
13293;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;58828;58346;12781;0;0;0;59401
13345;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;86573;86434;18258;0;0;0;87176
13346;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;116680;116269;24292;0;0;0;117294
13369;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;32882;32179;7760;0;0;0;33290
13571;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;203755;203727;39600;0;0;0;204388
13798;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;92774;91601;17748;0;0;0;93407
13910;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;18812;18655;5452;0;0;0;19041
14059;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;104173;104153;21449;0;0;0;104762
14099;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;32076;31632;9499;0;0;0;32428
14124;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;73161;73140;14789;0;0;0;73752
14488;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;185440;184501;33596;0;0;0;186121
14574;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;339408;338797;55529;0;0;0;340070
14593;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;55803;54724;18595;0;0;0;55972
14701;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;98234;97695;15631;0;0;0;98776
14824;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;266081;266044;46669;0;0;0;266734
15094;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;67882;66885;18536;0;0;0;68480
15473;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;10405;10140;3058;0;0;0;10571
15515;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;95282;95260;21505;0;0;0;95868
15579;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;27112;26814;5768;0;0;0;27448
15586;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;21114;21094;5481;0;0;0;21390
15675;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;36600;36583;7935;0;0;0;37045
15682;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;119812;119781;21051;0;0;0;120426
15760;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;48892;48634;10716;0;0;0;49500
15936;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;10164;10116;2909;0;0;0;10312
16238;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;15171;15152;4150;0;0;0;15377
16327;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;111327;111308;24362;0;0;0;111921
16386;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;62504;61834;12485;0;0;0;63082
16548;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;57012;56919;13176;0;0;0;57596
16649;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;296813;296405;49849;0;0;0;297479
16750;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;59047;57941;12426;0;0;0;59649
16802;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;162809;162589;32226;0;0;0;163440
17031;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;6800;5779;1717;0;0;0;6928
17228;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;219722;219699;40615;0;0;0;220328
17249;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;69021;68101;15015;0;0;0;69642
17289;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;349390;349119;56256;0;0;0;350103
17297;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;101212;100259;21284;0;0;0;101828
17357;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;38918;38515;7559;0;0;0;39409
17409;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;62022;61997;12365;0;0;0;62630
17421;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;57569;56972;12242;0;0;0;58171
17466;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;24926;24619;7239;0;0;0;25217
17468;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;271766;271740;50554;0;0;0;272397
17469;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;165360;163954;37141;0;0;0;165980
17533;gov2;tfidf;IDX_DR_TFIDF;0;100;1;100;5998;4876;1842;0;0;0;6143
17538;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;139748;139722;25326;0;0;0;140387
17554;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;82667;82329;15715;0;0;0;83298
17632;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;94222;93537;18963;0;0;0;94854
17730;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;71775;71268;13068;0;0;0;72340
17906;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;211762;211727;41529;0;0;0;212364
17939;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;44230;43262;9361;0;0;0;44735
17958;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;192111;192075;32028;0;0;0;192732
18263;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;34841;34228;7142;0;0;0;35428
18301;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;30249;30228;9981;0;0;0;30614
18470;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;105895;105872;22682;0;0;0;106496
18527;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;119118;118419;24211;0;0;0;119840
18546;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;84481;83202;17582;0;0;0;85126
18790;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;118890;118280;26633;0;0;0;119518
18847;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;80173;79267;16306;0;0;0;80790
18985;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;374734;374499;64489;0;0;0;375481
19211;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;428203;426229;82571;0;0;0;429507
19215;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;103614;95022;19300;0;0;0;104257
19296;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;109430;109020;21803;0;0;0;110075
19406;gov2;tfidf;IDX_DR_TFIDF;0;100;1;100;8234;7281;2316;0;0;0;8367
19557;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;16156;16138;3784;0;0;0;16337
19560;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;15475;15459;3252;0;0;0;15683
19662;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;113015;112993;22570;0;0;0;113612
19663;gov2;tfidf;IDX_DR_TFIDF;0;100;14;100;4241694;4241187;475424;0;0;0;4243260
19703;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;207313;207280;18314;0;0;0;207980
19708;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;25154;24892;6148;0;0;0;29951
19842;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;132435;132406;22443;0;0;0;133043
19871;gov2;tfidf;IDX_DR_TFIDF;0;100;10;100;1686025;1685852;215202;0;0;0;1687851
20039;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;218335;206176;39781;0;0;0;221296
20108;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;43354;42217;11033;0;0;0;43916
20137;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;583312;583279;90495;0;0;0;584542
20184;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;62485;59124;11828;0;0;0;63127
20274;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;29910;29499;6453;0;0;0;30293
20416;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;209467;209442;39501;0;0;0;210076
20585;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;15053;13890;4504;0;0;0;15276
20765;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;33672;33655;10682;0;0;0;34108
21294;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;171339;171310;29326;0;0;0;171956
21466;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;101271;100727;19621;0;0;0;101887
21600;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;321816;321454;52168;0;0;0;322451
21652;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;905682;904705;132824;0;0;0;907391
21774;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;88923;82517;16660;0;0;0;91298
21813;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;88801;88102;17177;0;0;0;89420
21855;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;16579;16334;4583;0;0;0;16863
22267;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;186641;186621;35406;0;0;0;187250
22352;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;25696;24807;5482;0;0;0;26019
22360;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;60950;60928;12959;0;0;0;61521
22426;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;65857;65616;14620;0;0;0;66463
22470;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;12683;12313;3109;0;0;0;12840
22502;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;87138;87104;18975;0;0;0;87360
22536;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;10338;9522;2796;0;0;0;10493
22547;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;10206;10185;2290;0;0;0;10351
22768;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;41707;41690;8956;0;0;0;42241
22793;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;41909;41820;9362;0;0;0;42359
22961;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;19322;19298;4221;0;0;0;19543
23026;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;20676;20660;5505;0;0;0;20912
23167;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;34517;34498;8187;0;0;0;35021
23178;gov2;tfidf;IDX_DR_TFIDF;0;100;8;100;107266;107234;19646;0;0;0;107873
23410;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;19327;19206;5340;0;0;0;19585
23452;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;129340;129320;26129;0;0;0;129932
23471;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;31676;30770;6608;0;0;0;32119
23478;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;86646;86622;17350;0;0;0;87257
23521;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;116065;115768;23839;0;0;0;116683
23549;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;42648;41809;12849;0;0;0;43180
23643;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;120620;120594;23253;0;0;0;121233
23728;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;103107;102210;22376;0;0;0;103729
23811;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;52853;52270;11691;0;0;0;53444
24280;gov2;tfidf;IDX_DR_TFIDF;0;100;9;100;520822;520669;77344;0;0;0;521876
24372;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;16992;15907;4880;0;0;0;17237
24525;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;40674;40658;11949;0;0;0;41146
24549;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;29565;29534;6670;0;0;0;29980
24608;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;107350;107318;23220;0;0;0;107958
24613;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;440075;439256;71956;0;0;0;440943
24656;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;52750;50115;10890;0;0;0;53363
24664;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;59202;59034;12153;0;0;0;59798
24791;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;151568;151409;30754;0;0;0;152185
24796;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;142829;141932;27594;0;0;0;143050
24855;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;21731;20005;5713;0;0;0;21970
24988;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;8047;8033;2501;0;0;0;8167
25013;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;56023;56007;11723;0;0;0;56592
25042;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;22868;22569;4946;0;0;0;23221
25137;gov2;tfidf;IDX_DR_TFIDF;0;100;6;100;228537;228512;41077;0;0;0;229165
25177;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;85267;83939;16817;0;0;0;85889
25538;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;65913;65118;14160;0;0;0;66541
25677;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;56599;56138;12478;0;0;0;57184
26003;gov2;tfidf;IDX_DR_TFIDF;0;100;10;100;857316;857217;123111;0;0;0;858381
26274;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;54475;49554;10305;0;0;0;54694
26310;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;138048;137558;27946;0;0;0;138679
26383;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;70997;70520;15814;0;0;0;71607
26612;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;27181;26924;6197;0;0;0;27522
26693;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;4388;4374;1450;0;0;0;4484
26770;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;10361;10348;3012;0;0;0;10502
27045;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;18531;18514;3880;0;0;0;18895
27240;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;43974;43956;8879;0;0;0;44518
27258;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;40064;39835;8425;0;0;0;40617
27303;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;149654;149362;30313;0;0;0;150274
27431;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;58845;57644;12604;0;0;0;59436
27531;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;59439;59122;14612;0;0;0;60073
27588;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;89330;89024;18476;0;0;0;89947
27608;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;288789;288479;55067;0;0;0;289501
27621;gov2;tfidf;IDX_DR_TFIDF;0;100;2;100;13274;11121;3733;0;0;0;13452
27743;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;23677;23660;5402;0;0;0;23950
27828;gov2;tfidf;IDX_DR_TFIDF;0;100;4;100;17655;17633;4303;0;0;0;17942
27861;gov2;tfidf;IDX_DR_TFIDF;0;100;3;100;28249;28231;7810;0;0;0;28637
27891;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;86062;86039;16981;0;0;0;86655
27933;gov2;tfidf;IDX_DR_TFIDF;0;100;7;100;279035;278831;48924;0;0;0;279744
27995;gov2;tfidf;IDX_DR_TFIDF;0;100;5;100;169500;168597;32188;0;0;0;170126
