IDX_D;   gov2;     22332391964; 77923692196;2485266971;          0;157532402
IDX_DR;  gov2;     22332391964; 77923692196;2485266971;32641953354;157532402
IDX_D1R1;gov2;     22332391964; 10218453986;2485266971;16665796154;157532402
IDX_D;   cluewebB; 49302242460;140127439444;3305861323;          0;326432770
IDX_DR;  cluewebB; 49302242460;140127439444;3305861323;53089093770;326432770
IDX_D1R1;cluewebB; 49302242460; 30655284746;3305861323;31069499370;326432770
