qryid;collection;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
3234;gov2;IDX_D;2;10;3;10;7301;6990;3855;50410357;0;0;7508
3281;gov2;IDX_D;2;10;2;10;54585;54266;34440;50410357;0;0;55156
3398;gov2;IDX_D;2;10;1;10;251101;250814;156190;50410357;0;0;252208
3421;gov2;IDX_D;2;10;3;10;29998;13023;6842;50410357;0;0;30320
3443;gov2;IDX_D;2;10;3;10;170385;169609;84750;50410357;0;0;170995
3628;gov2;IDX_D;2;10;2;10;56609;55194;34831;50410357;0;0;57208
3764;gov2;IDX_D;2;10;1;10;2692;2388;1872;50410357;0;0;2814
3828;gov2;IDX_D;2;10;1;10;507;344;242;50410357;0;0;587
3845;gov2;IDX_D;2;10;1;10;18949;18789;16836;50410357;0;0;19421
3895;gov2;IDX_D;2;10;2;10;1265;943;796;50410357;0;0;1353
3942;gov2;IDX_D;2;10;2;10;6811;6545;5390;50410357;0;0;7005
3950;gov2;IDX_D;2;10;3;10;350221;349661;188011;50410357;0;0;351385
3972;gov2;IDX_D;2;10;1;10;6611;3685;286;50410357;0;0;6711
4001;gov2;IDX_D;2;10;3;10;1169;724;440;50410357;0;0;1260
4151;gov2;IDX_D;2;10;2;10;4699;4539;3439;50410357;0;0;4855
4153;gov2;IDX_D;2;10;1;10;769;487;364;50410357;0;0;845
4172;gov2;IDX_D;2;10;2;10;1114038;1113906;502040;50410357;0;0;1115808
4212;gov2;IDX_D;2;10;2;10;44268;36442;9590;50410357;0;0;44670
4234;gov2;IDX_D;2;10;2;10;31657;31293;21247;50410357;0;0;32186
4290;gov2;IDX_D;2;10;1;10;852;785;649;50410357;0;0;941
4379;gov2;IDX_D;2;10;2;10;6914;6483;4757;50410357;0;0;7085
4521;gov2;IDX_D;2;10;1;10;1497;1219;1030;50410357;0;0;1590
4526;gov2;IDX_D;2;10;2;10;25751;25589;20560;50410357;0;0;26259
4580;gov2;IDX_D;2;10;1;10;539;333;246;50410357;0;0;617
4684;gov2;IDX_D;2;10;1;10;360;306;250;50410357;0;0;434
4688;gov2;IDX_D;2;10;3;10;52027;51706;32444;50410357;0;0;52587
4720;gov2;IDX_D;2;10;1;10;566;292;207;50410357;0;0;653
4802;gov2;IDX_D;2;10;2;10;13938;13751;10978;50410357;0;0;14260
4829;gov2;IDX_D;2;10;1;9;281;225;182;50410357;0;0;357
4846;gov2;IDX_D;2;10;2;10;21326;21072;14543;50410357;0;0;21708
4855;gov2;IDX_D;2;10;1;10;567;406;305;50410357;0;0;646
4942;gov2;IDX_D;2;10;3;10;270246;269758;97852;50410357;0;0;271656
5001;gov2;IDX_D;2;10;1;10;14979;12455;3767;50410357;0;0;15190
5005;gov2;IDX_D;2;10;1;10;764;467;318;50410357;0;0;843
5016;gov2;IDX_D;2;10;1;10;1655;1510;1306;50410357;0;0;1750
5023;gov2;IDX_D;2;10;3;10;20675;20480;11068;50410357;0;0;21095
5036;gov2;IDX_D;2;10;3;10;855148;854811;357812;50410357;0;0;856870
5183;gov2;IDX_D;2;10;1;10;39273;34672;16555;50410357;0;0;39865
5209;gov2;IDX_D;2;10;3;10;1258421;1258034;399267;50410357;0;0;1260223
5241;gov2;IDX_D;2;10;1;10;54095;49271;775;50410357;0;0;54321
5274;gov2;IDX_D;2;10;4;10;916468;915090;442471;50410357;0;0;918272
5302;gov2;IDX_D;2;10;2;10;323155;318340;147455;50410357;0;0;323802
5332;gov2;IDX_D;2;10;3;10;49711;47897;26489;50410357;0;0;50313
5336;gov2;IDX_D;2;10;1;10;863;442;290;50410357;0;0;962
5340;gov2;IDX_D;2;10;1;10;658;364;235;50410357;0;0;733
5465;gov2;IDX_D;2;10;1;10;371;312;243;50410357;0;0;444
5590;gov2;IDX_D;2;10;3;10;33153;32843;22328;50410357;0;0;33692
5636;gov2;IDX_D;2;10;1;10;3018;2829;2401;50410357;0;0;3150
5649;gov2;IDX_D;2;10;3;10;512151;511527;201151;50410357;0;0;513894
5847;gov2;IDX_D;2;10;1;4;24237;16304;73;50410357;0;0;24411
5858;gov2;IDX_D;2;10;1;10;941;780;516;50410357;0;0;1030
5862;gov2;IDX_D;2;10;2;10;17405;17169;11862;50410357;0;0;17724
6031;gov2;IDX_D;2;10;3;10;107520;106925;76267;50410357;0;0;108110
6244;gov2;IDX_D;2;10;1;10;5421;4559;3265;50410357;0;0;5585
6295;gov2;IDX_D;2;10;1;10;18491;18437;14724;50410357;0;0;18928
6310;gov2;IDX_D;2;10;5;10;57613;55471;25500;50410357;0;0;58196
6341;gov2;IDX_D;2;10;3;10;113355;112377;54229;50410357;0;0;113962
6371;gov2;IDX_D;2;10;2;10;14080;12985;9347;50410357;0;0;14370
6396;gov2;IDX_D;2;10;4;10;469436;468959;143324;50410357;0;0;471210
6427;gov2;IDX_D;2;10;1;10;55087;51943;5997;50410357;0;0;55447
6442;gov2;IDX_D;2;10;1;10;850;519;372;50410357;0;0;944
6546;gov2;IDX_D;2;10;2;10;37910;37580;27285;50410357;0;0;38458
6614;gov2;IDX_D;2;10;2;10;131047;130666;77128;50410357;0;0;131644
6732;gov2;IDX_D;2;10;1;10;23042;22190;16884;50410357;0;0;23557
6759;gov2;IDX_D;2;10;2;10;13025;12735;11319;50410357;0;0;13350
6799;gov2;IDX_D;2;10;1;10;7398;7101;6070;50410357;0;0;7599
6841;gov2;IDX_D;2;10;1;2;392;131;50;50410357;0;0;467
6906;gov2;IDX_D;2;10;2;10;7315;6866;5153;50410357;0;0;7488
6939;gov2;IDX_D;2;10;1;10;624;358;242;50410357;0;0;698
6992;gov2;IDX_D;2;10;1;2;586;155;51;50410357;0;0;659
7077;gov2;IDX_D;2;10;3;10;1327;811;495;50410357;0;0;1410
7156;gov2;IDX_D;2;10;3;10;350365;349813;173531;50410357;0;0;351400
7227;gov2;IDX_D;2;10;1;10;7018;3104;2312;50410357;0;0;7998
7253;gov2;IDX_D;2;10;2;10;11898;11301;8381;50410357;0;0;12173
7353;gov2;IDX_D;2;10;1;10;1002;853;709;50410357;0;0;1086
7463;gov2;IDX_D;2;10;1;1;116;56;26;50410357;0;0;186
7544;gov2;IDX_D;2;10;2;10;2534;2294;1718;50410357;0;0;2637
7642;gov2;IDX_D;2;10;3;10;485503;484689;250327;50410357;0;0;487042
7656;gov2;IDX_D;2;10;2;10;53351;49310;27573;50410357;0;0;53950
7680;gov2;IDX_D;2;10;1;10;1065;468;281;50410357;0;0;1159
7883;gov2;IDX_D;2;10;1;3;285;141;74;50410357;0;0;357
7925;gov2;IDX_D;2;10;2;10;3700;3375;2672;50410357;0;0;3827
7927;gov2;IDX_D;2;10;1;10;577;309;193;50410357;0;0;655
7943;gov2;IDX_D;2;10;1;10;459;320;222;50410357;0;0;539
7959;gov2;IDX_D;2;10;2;10;8989639;8989197;4468634;50410357;0;0;8989857
7964;gov2;IDX_D;2;10;1;10;1327911;1327827;848;50410357;0;0;1328157
7986;gov2;IDX_D;2;10;2;10;68730;68080;51147;50410357;0;0;69321
8035;gov2;IDX_D;2;10;2;10;1314;397;274;50410357;0;0;1407
8123;gov2;IDX_D;2;10;2;10;106697;105793;75378;50410357;0;0;107294
8137;gov2;IDX_D;2;10;3;10;69680;67781;34509;50410357;0;0;70276
8142;gov2;IDX_D;2;10;2;10;41096;40622;30742;50410357;0;0;41669
8152;gov2;IDX_D;2;10;1;10;819;362;243;50410357;0;0;908
8154;gov2;IDX_D;2;10;1;10;853;421;258;50410357;0;0;927
8201;gov2;IDX_D;2;10;2;10;25359;24962;20309;50410357;0;0;25860
8273;gov2;IDX_D;2;10;1;10;702;377;247;50410357;0;0;780
8356;gov2;IDX_D;2;10;2;10;1402;767;484;50410357;0;0;1479
8362;gov2;IDX_D;2;10;1;3;269;128;74;50410357;0;0;341
8455;gov2;IDX_D;2;10;3;10;150134;149629;90388;50410357;0;0;150715
8458;gov2;IDX_D;2;10;4;10;365133;363375;165612;50410357;0;0;366007
8524;gov2;IDX_D;2;10;2;10;38692;36658;23015;50410357;0;0;39261
8525;gov2;IDX_D;2;10;1;10;10808;10564;8804;50410357;0;0;11085
8700;gov2;IDX_D;2;10;1;3;286;129;69;50410357;0;0;364
8815;gov2;IDX_D;2;10;2;10;35007;34869;24336;50410357;0;0;35518
9140;gov2;IDX_D;2;10;1;10;521;338;235;50410357;0;0;603
9373;gov2;IDX_D;2;10;1;10;458;309;213;50410357;0;0;540
9407;gov2;IDX_D;2;10;2;10;143411;143253;83149;50410357;0;0;143991
9483;gov2;IDX_D;2;10;2;10;10720;9324;7226;50410357;0;0;10979
9513;gov2;IDX_D;2;10;1;10;544;393;309;50410357;0;0;618
9527;gov2;IDX_D;2;10;1;10;6308;6263;5721;50410357;0;0;6511
9631;gov2;IDX_D;2;10;1;10;344;286;236;50410357;0;0;415
9690;gov2;IDX_D;2;10;2;10;3622;3469;3145;50410357;0;0;3762
9698;gov2;IDX_D;2;10;3;10;60219;59559;37463;50410357;0;0;60791
9756;gov2;IDX_D;2;10;1;10;843;430;291;50410357;0;0;945
9789;gov2;IDX_D;2;10;2;10;926;435;245;50410357;0;0;1004
9862;gov2;IDX_D;2;10;1;10;8355;7927;5795;50410357;0;0;8524
9937;gov2;IDX_D;2;10;1;10;620;341;221;50410357;0;0;693
9950;gov2;IDX_D;2;10;1;10;666;524;429;50410357;0;0;748
9990;gov2;IDX_D;2;10;1;10;705;655;592;50410357;0;0;783
10044;gov2;IDX_D;2;10;3;10;30810;30494;21420;50410357;0;0;31316
10123;gov2;IDX_D;2;10;3;10;110516;110196;65967;50410357;0;0;111102
10127;gov2;IDX_D;2;10;2;10;37090;35909;26896;50410357;0;0;37647
10135;gov2;IDX_D;2;10;1;10;1351;996;813;50410357;0;0;1448
10140;gov2;IDX_D;2;10;2;10;578;325;215;50410357;0;0;652
10144;gov2;IDX_D;2;10;1;1;382;104;26;50410357;0;0;458
10170;gov2;IDX_D;2;10;1;10;20931;20887;17118;50410357;0;0;21380
10212;gov2;IDX_D;2;10;3;10;106990;106664;54890;50410357;0;0;107558
10336;gov2;IDX_D;2;10;1;10;4574;3762;2983;50410357;0;0;4721
10340;gov2;IDX_D;2;10;3;10;3259;2654;2167;50410357;0;0;3381
10377;gov2;IDX_D;2;10;1;7;398;248;157;50410357;0;0;471
10446;gov2;IDX_D;2;10;1;10;1389;1247;1106;50410357;0;0;1477
10447;gov2;IDX_D;2;10;2;10;54276;53996;35601;50410357;0;0;54811
10448;gov2;IDX_D;2;10;3;10;37931;37234;22403;50410357;0;0;38472
10475;gov2;IDX_D;2;10;3;10;244213;243589;140205;50410357;0;0;244856
10560;gov2;IDX_D;2;10;2;10;311330;309481;169964;50410357;0;0;312198
10567;gov2;IDX_D;2;10;3;10;827809;824010;359798;50410357;0;0;829505
10587;gov2;IDX_D;2;10;3;10;24444;15206;2078;50410357;0;0;24660
10603;gov2;IDX_D;2;10;1;10;3311;3248;2731;50410357;0;0;3452
10635;gov2;IDX_D;2;10;3;10;37247;36526;22023;50410357;0;0;37760
10659;gov2;IDX_D;2;10;2;10;14624;14203;12024;50410357;0;0;14959
10678;gov2;IDX_D;2;10;1;1;240;80;26;50410357;0;0;315
10704;gov2;IDX_D;2;10;2;10;1376;876;671;50410357;0;0;1456
10762;gov2;IDX_D;2;10;1;10;10337;10290;8194;50410357;0;0;10583
10841;gov2;IDX_D;2;10;1;10;451;301;223;50410357;0;0;524
10861;gov2;IDX_D;2;10;1;2;242;97;44;50410357;0;0;316
10966;gov2;IDX_D;2;10;1;10;951;902;848;50410357;0;0;1032
10975;gov2;IDX_D;2;10;2;10;32118;31868;25032;50410357;0;0;32608
11008;gov2;IDX_D;2;10;1;10;866;582;480;50410357;0;0;950
11010;gov2;IDX_D;2;10;3;10;122313;122004;70232;50410357;0;0;122868
11030;gov2;IDX_D;2;10;2;10;2245;783;457;50410357;0;0;2342
11032;gov2;IDX_D;2;10;1;10;10088;10038;8000;50410357;0;0;10342
11041;gov2;IDX_D;2;10;3;10;71814;71492;46888;50410357;0;0;72361
11070;gov2;IDX_D;2;10;2;10;3955;3240;2590;50410357;0;0;4092
11094;gov2;IDX_D;2;10;3;10;37123;36684;22348;50410357;0;0;37639
11110;gov2;IDX_D;2;10;1;2;606;143;29;50410357;0;0;688
11213;gov2;IDX_D;2;10;1;6;261;202;138;50410357;0;0;336
11245;gov2;IDX_D;2;10;2;10;9574;9329;7790;50410357;0;0;9793
11322;gov2;IDX_D;2;10;1;10;633;487;411;50410357;0;0;711
11414;gov2;IDX_D;2;10;2;10;60217;60062;47409;50410357;0;0;60741
11416;gov2;IDX_D;2;10;1;1;1415;162;26;50410357;0;0;1507
11519;gov2;IDX_D;2;10;1;10;971;700;505;50410357;0;0;1058
11642;gov2;IDX_D;2;10;1;10;11162;11118;9146;50410357;0;0;11414
11732;gov2;IDX_D;2;10;1;10;45468;45418;36873;50410357;0;0;45974
11750;gov2;IDX_D;2;10;2;10;1729;1081;859;50410357;0;0;1825
11778;gov2;IDX_D;2;10;2;10;262969;262661;166722;50410357;0;0;263963
11832;gov2;IDX_D;2;10;1;7;5351;788;146;50410357;0;0;5446
11868;gov2;IDX_D;2;10;2;10;1048;455;214;50410357;0;0;1124
11887;gov2;IDX_D;2;10;2;10;14920;14769;10353;50410357;0;0;15243
11895;gov2;IDX_D;2;10;3;10;952970;952676;441123;50410357;0;0;955076
11905;gov2;IDX_D;2;10;3;10;1465194;1456181;477050;50410357;0;0;1466907
11924;gov2;IDX_D;2;10;2;10;74532;66901;2718;50410357;0;0;74804
11928;gov2;IDX_D;2;10;1;10;385;297;214;50410357;0;0;496
11968;gov2;IDX_D;2;10;1;10;512;347;232;50410357;0;0;585
12064;gov2;IDX_D;2;10;1;10;720;669;558;50410357;0;0;794
12121;gov2;IDX_D;2;10;1;2;255;105;49;50410357;0;0;328
12129;gov2;IDX_D;2;10;5;10;176241;174710;70728;50410357;0;0;176884
12169;gov2;IDX_D;2;10;5;10;587246;583301;273521;50410357;0;0;588670
12178;gov2;IDX_D;2;10;3;10;27556;20517;11224;50410357;0;0;27935
12240;gov2;IDX_D;2;10;1;10;1019;949;848;50410357;0;0;1121
12509;gov2;IDX_D;2;10;1;10;860;559;428;50410357;0;0;937
12550;gov2;IDX_D;2;10;1;10;834;691;590;50410357;0;0;912
12716;gov2;IDX_D;2;10;2;10;29770;29623;19463;50410357;0;0;30254
12722;gov2;IDX_D;2;10;2;10;1825;1574;1361;50410357;0;0;1927
12779;gov2;IDX_D;2;10;2;10;131737;131451;89273;50410357;0;0;132339
12850;gov2;IDX_D;2;10;1;10;2236;416;232;50410357;0;0;2331
12874;gov2;IDX_D;2;10;1;10;546;487;352;50410357;0;0;625
12921;gov2;IDX_D;2;10;2;10;190313;190166;109408;50410357;0;0;190929
12931;gov2;IDX_D;2;10;2;10;116715;115293;60873;50410357;0;0;117314
12984;gov2;IDX_D;2;10;2;10;21063;19500;12707;50410357;0;0;21420
12990;gov2;IDX_D;2;10;1;10;472;312;217;50410357;0;0;553
13066;gov2;IDX_D;2;10;1;10;1320;1268;1177;50410357;0;0;1418
13077;gov2;IDX_D;2;10;2;10;982;474;273;50410357;0;0;1057
13307;gov2;IDX_D;2;10;3;10;503116;502768;263232;50410357;0;0;504578
13308;gov2;IDX_D;2;10;2;10;39583;33583;18480;50410357;0;0;40112
13335;gov2;IDX_D;2;10;3;10;36095;35769;22128;50410357;0;0;36647
13391;gov2;IDX_D;2;10;2;10;461703;461468;237965;50410357;0;0;463063
13404;gov2;IDX_D;2;10;1;5;9298;3887;112;50410357;0;0;9409
13443;gov2;IDX_D;2;10;3;10;121747;120954;87381;50410357;0;0;122351
13452;gov2;IDX_D;2;10;2;10;940310;938961;430728;50410357;0;0;942010
13483;gov2;IDX_D;2;10;1;1;24188;19352;26;50410357;0;0;24361
13527;gov2;IDX_D;2;10;3;10;20659;20102;12919;50410357;0;0;20993
13561;gov2;IDX_D;2;10;1;10;2739;2583;2353;50410357;0;0;2867
13604;gov2;IDX_D;2;10;4;10;444789;444343;163135;50410357;0;0;446438
13644;gov2;IDX_D;2;10;1;10;146179;143223;77090;50410357;0;0;146790
13649;gov2;IDX_D;2;10;1;1;1627;138;26;50410357;0;0;1737
13750;gov2;IDX_D;2;10;1;10;11791;11742;9146;50410357;0;0;12058
13911;gov2;IDX_D;2;10;2;10;20805;20521;15750;50410357;0;0;21225
14015;gov2;IDX_D;2;10;4;10;110029;109476;57489;50410357;0;0;110616
14025;gov2;IDX_D;2;10;1;10;1517;938;326;50410357;0;0;1615
14035;gov2;IDX_D;2;10;1;10;370;311;228;50410357;0;0;443
14094;gov2;IDX_D;2;10;3;10;7713;7154;4675;50410357;0;0;7871
14098;gov2;IDX_D;2;10;2;10;18439;18289;13573;50410357;0;0;18832
14124;gov2;IDX_D;2;10;1;10;456;396;330;50410357;0;0;538
14152;gov2;IDX_D;2;10;1;10;1414;1141;986;50410357;0;0;1499
14154;gov2;IDX_D;2;10;1;10;9862;9817;8667;50410357;0;0;10120
14156;gov2;IDX_D;2;10;4;10;350409;349360;105603;50410357;0;0;352085
14179;gov2;IDX_D;2;10;1;10;28023;25047;655;50410357;0;0;28241
14278;gov2;IDX_D;2;10;1;4;349;161;83;50410357;0;0;445
14377;gov2;IDX_D;2;10;1;10;376;321;236;50410357;0;0;449
14387;gov2;IDX_D;2;10;2;10;786;515;375;50410357;0;0;864
14405;gov2;IDX_D;2;10;2;10;98195;98039;61274;50410357;0;0;98756
14443;gov2;IDX_D;2;10;3;10;121609;120392;87409;50410357;0;0;122211
14466;gov2;IDX_D;2;10;1;10;1970;346;193;50410357;0;0;2063
14627;gov2;IDX_D;2;10;2;10;12472;12319;8668;50410357;0;0;12739
14641;gov2;IDX_D;2;10;1;10;551;401;294;50410357;0;0;629
14743;gov2;IDX_D;2;10;4;10;99121;98107;40062;50410357;0;0;99715
14749;gov2;IDX_D;2;10;1;10;1924;695;466;50410357;0;0;2028
14863;gov2;IDX_D;2;10;2;10;144825;144654;83149;50410357;0;0;145407
14893;gov2;IDX_D;2;10;1;10;3227;2390;1555;50410357;0;0;3346
14927;gov2;IDX_D;2;10;2;10;59404;59050;35144;50410357;0;0;59935
14938;gov2;IDX_D;2;10;1;10;3448;3219;2625;50410357;0;0;3586
14963;gov2;IDX_D;2;10;2;10;5300;4938;4137;50410357;0;0;5462
15117;gov2;IDX_D;2;10;1;1;525;125;26;50410357;0;0;598
15352;gov2;IDX_D;2;10;2;10;325834;325693;182732;50410357;0;0;326818
15359;gov2;IDX_D;2;10;2;10;51225;47489;35058;50410357;0;0;51805
15377;gov2;IDX_D;2;10;1;10;1499;1047;848;50410357;0;0;1605
15415;gov2;IDX_D;2;10;2;10;142213;141912;99601;50410357;0;0;142847
15441;gov2;IDX_D;2;10;2;10;9138;6636;4593;50410357;0;0;9343
15458;gov2;IDX_D;2;10;1;10;2462;2316;2023;50410357;0;0;2583
15506;gov2;IDX_D;2;10;1;10;356;296;221;50410357;0;0;430
15570;gov2;IDX_D;2;10;2;10;662;508;372;50410357;0;0;735
15635;gov2;IDX_D;2;10;1;10;162232;161963;106779;50410357;0;0;162880
15706;gov2;IDX_D;2;10;1;10;2586;1101;203;50410357;0;0;2677
15778;gov2;IDX_D;2;10;1;10;1153;1101;848;50410357;0;0;1241
15857;gov2;IDX_D;2;10;1;10;463;404;303;50410357;0;0;535
15889;gov2;IDX_D;2;10;1;10;13983;13937;10939;50410357;0;0;14302
15973;gov2;IDX_D;2;10;2;10;5413;5157;4555;50410357;0;0;5588
15996;gov2;IDX_D;2;10;3;10;107413;107234;47524;50410357;0;0;107999
16061;gov2;IDX_D;2;10;2;10;4744;2968;2032;50410357;0;0;4878
16175;gov2;IDX_D;2;10;2;10;19692;19056;13496;50410357;0;0;20091
16189;gov2;IDX_D;2;10;1;2;593;152;45;50410357;0;0;676
16343;gov2;IDX_D;2;10;3;10;165533;165211;71415;50410357;0;0;166103
16401;gov2;IDX_D;2;10;1;9;1742;414;189;50410357;0;0;1838
16445;gov2;IDX_D;2;10;2;10;12238;11656;8381;50410357;0;0;12481
16511;gov2;IDX_D;2;10;2;10;3036;2872;2308;50410357;0;0;3155
16519;gov2;IDX_D;2;10;1;10;576;430;323;50410357;0;0;649
16611;gov2;IDX_D;2;10;1;10;843;705;605;50410357;0;0;920
16617;gov2;IDX_D;2;10;4;10;20860;20363;8238;50410357;0;0;21349
16702;gov2;IDX_D;2;10;1;10;967;568;437;50410357;0;0;1050
16774;gov2;IDX_D;2;10;1;3;148;91;59;50410357;0;0;217
16835;gov2;IDX_D;2;10;2;10;16433;15859;10752;50410357;0;0;16701
16848;gov2;IDX_D;2;10;3;10;215431;215116;111216;50410357;0;0;216030
16885;gov2;IDX_D;2;10;4;10;133736;131590;46434;50410357;0;0;134571
16890;gov2;IDX_D;2;10;1;10;3981;1890;293;50410357;0;0;4087
16944;gov2;IDX_D;2;10;3;10;47130;46824;30418;50410357;0;0;47666
16966;gov2;IDX_D;2;10;2;10;247098;246616;154959;50410357;0;0;247993
16983;gov2;IDX_D;2;10;2;10;15087;11992;7368;50410357;0;0;15354
17058;gov2;IDX_D;2;10;2;10;2113;1263;873;50410357;0;0;2204
17071;gov2;IDX_D;2;10;2;10;223498;223122;137957;50410357;0;0;224151
17105;gov2;IDX_D;2;10;2;10;8865;6078;3610;50410357;0;0;9048
17199;gov2;IDX_D;2;10;1;2;431;136;51;50410357;0;0;508
17291;gov2;IDX_D;2;10;1;1;108;51;26;50410357;0;0;178
17292;gov2;IDX_D;2;10;1;10;733;598;477;50410357;0;0;807
17316;gov2;IDX_D;2;10;2;10;726708;726567;370284;50410357;0;0;728369
17334;gov2;IDX_D;2;10;1;10;22176;17675;210;50410357;0;0;22337
17355;gov2;IDX_D;2;10;1;10;1065;760;515;50410357;0;0;1160
17519;gov2;IDX_D;2;10;2;10;62623;62478;40380;50410357;0;0;63182
17561;gov2;IDX_D;2;10;3;10;58039;56958;34551;50410357;0;0;58623
17573;gov2;IDX_D;2;10;2;10;1245;543;301;50410357;0;0;1349
17591;gov2;IDX_D;2;10;1;1;560;136;26;50410357;0;0;637
17597;gov2;IDX_D;2;10;1;10;499;443;354;50410357;0;0;574
17624;gov2;IDX_D;2;10;2;10;137389;137250;83835;50410357;0;0;137968
17725;gov2;IDX_D;2;10;1;10;2017;1175;535;50410357;0;0;2112
17732;gov2;IDX_D;2;10;1;10;318;260;182;50410357;0;0;392
17736;gov2;IDX_D;2;10;2;10;2594;2072;1406;50410357;0;0;2688
17755;gov2;IDX_D;2;10;1;10;606;550;454;50410357;0;0;683
17779;gov2;IDX_D;2;10;2;10;343535;343391;191946;50410357;0;0;344574
17791;gov2;IDX_D;2;10;1;10;14141;11684;6921;50410357;0;0;14401
17795;gov2;IDX_D;2;10;4;10;948673;948362;263868;50410357;0;0;950342
17940;gov2;IDX_D;2;10;1;10;84767;77461;252;50410357;0;0;84988
18014;gov2;IDX_D;2;10;1;10;889;700;488;50410357;0;0;987
18033;gov2;IDX_D;2;10;1;10;68606;68559;51807;50410357;0;0;69173
18061;gov2;IDX_D;2;10;2;10;2444;1069;760;50410357;0;0;2555
18163;gov2;IDX_D;2;10;2;10;9942;9682;7544;50410357;0;0;10182
18238;gov2;IDX_D;2;10;1;10;931;880;825;50410357;0;0;1012
