70;cluewebB;bm25;IDX_DR;0;10;2;10;19815705;19763861;43710;0;0;0;339925300
211;cluewebB;bm25;IDX_DR;0;10;3;10;914284;913265;115361;0;0;0;917251
257;cluewebB;bm25;IDX_DR;0;10;2;10;78938;65634;361;0;0;0;79386
259;cluewebB;bm25;IDX_DR;0;10;3;10;289624;289561;64333;0;0;0;290267
450;cluewebB;bm25;IDX_DR;0;10;2;10;264270;262681;64452;0;0;0;264843
527;cluewebB;bm25;IDX_DR;0;10;2;10;15535;14369;3679;0;0;0;15765
591;cluewebB;bm25;IDX_DR;0;10;3;10;3073;3031;518;0;0;0;3253
626;cluewebB;bm25;IDX_DR;0;10;2;10;12322;12280;3420;0;0;0;12528
717;cluewebB;bm25;IDX_DR;0;10;1;10;59673;59633;19313;0;0;0;60374
736;cluewebB;bm25;IDX_DR;0;10;4;10;212120;212062;36692;0;0;0;212716
775;cluewebB;bm25;IDX_DR;0;10;8;10;5518460;5517078;712258;0;0;0;5519708
892;cluewebB;bm25;IDX_DR;0;10;4;10;783548;779397;87484;0;0;0;785595
966;cluewebB;bm25;IDX_DR;0;10;2;10;50219;33910;8643;0;0;0;50727
1113;cluewebB;bm25;IDX_DR;0;10;2;10;122713;122664;32012;0;0;0;123264
1131;cluewebB;bm25;IDX_DR;0;10;3;10;3560858;3560375;459998;0;0;0;3561125
1180;cluewebB;bm25;IDX_DR;0;10;7;10;4334149;4334080;483380;0;0;0;4334435
1209;cluewebB;bm25;IDX_DR;0;10;6;10;766280;766217;84942;0;0;0;770274
1235;cluewebB;bm25;IDX_DR;0;10;1;10;4963;1606;411;0;0;0;5115
1243;cluewebB;bm25;IDX_DR;0;10;2;10;479174;479138;110990;0;0;0;479928
1248;cluewebB;bm25;IDX_DR;0;10;4;10;752091;749138;120770;0;0;0;754397
1253;cluewebB;bm25;IDX_DR;0;10;1;10;72702;60516;13063;0;0;0;73311
1264;cluewebB;bm25;IDX_DR;0;10;3;10;484996;484943;65451;0;0;0;487576
1286;cluewebB;bm25;IDX_DR;0;10;5;10;602962;558019;85302;0;0;0;604102
1412;cluewebB;bm25;IDX_DR;0;10;2;10;208736;204999;46255;0;0;0;209327
