qryid;collection;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
51948;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;2262156;2262128;386287;50410357;0;0;2263587
51998;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;115326;115285;23544;50410357;0;0;116202
51999;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;3312086;3310519;566681;50410357;0;0;3314458
52028;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;24195;22278;4231;50410357;0;0;26531
52059;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;104708;104685;35594;50410357;0;0;105365
52129;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;3633079;3633028;509197;50410357;0;0;3637307
52180;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;947652;915665;155011;50410357;0;0;951719
52283;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;171307;171260;27753;50410357;0;0;172195
52453;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;981062;980411;195329;50410357;0;0;983900
52493;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;129285;124217;28242;50410357;0;0;130125
52605;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;1;996;361;69;50410357;0;0;1134
52681;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;42945;42929;14611;50410357;0;0;43234
52731;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1339217;1339178;243294;50410357;0;0;1341810
52772;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1127545;1125359;220779;50410357;0;0;1131319
52883;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;113838;101218;20905;50410357;0;0;116026
52948;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;11;10;901861;901389;107671;50410357;0;0;902189
53172;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1244101;1244059;242158;50410357;0;0;1248389
53217;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1169406;1156240;187824;50410357;0;0;1173308
53273;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;2807816;2760607;473749;50410357;0;0;2812106
53382;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;63395;39712;12235;50410357;0;0;63784
53385;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;182926;182877;27467;50410357;0;0;183787
53411;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;0;2026;1979;315;50410357;0;0;2153
53619;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;483195;483175;101081;50410357;0;0;484036
53667;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1689914;1688868;290672;50410357;0;0;1691965
53709;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;17068;16995;3953;50410357;0;0;17507
53849;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;367194;367158;76272;50410357;0;0;369419
53872;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;378157;374415;106740;50410357;0;0;380154
53939;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;708037;707351;177836;50410357;0;0;709172
53984;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;518607;515427;108311;50410357;0;0;521917
54025;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;21886;18730;3436;50410357;0;0;22223
54411;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;742778;742733;150269;50410357;0;0;745030
54540;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;285680;283534;59770;50410357;0;0;286538
54587;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1506445;1505987;294133;50410357;0;0;1510478
54590;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;314736;297396;45301;50410357;0;0;318307
54620;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;543844;529610;96247;50410357;0;0;546646
54724;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;9;10;1259740;1224252;152163;50410357;0;0;1261344
54783;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;259109;259064;56579;50410357;0;0;260388
54940;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;81106;76882;18087;50410357;0;0;81599
54956;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1148241;1148205;290297;50410357;0;0;1152089
55167;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1976271;1967351;386060;50410357;0;0;1980076
55339;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1244575;1240378;309889;50410357;0;0;1247719
55387;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;702595;696105;137800;50410357;0;0;706248
55407;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;133611;102937;21643;50410357;0;0;134481
55433;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1857420;1857368;349306;50410357;0;0;1861383
55444;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;823746;806435;126558;50410357;0;0;827621
55454;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;970667;901954;181505;50410357;0;0;973529
55654;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;974351;968293;198476;50410357;0;0;978533
55681;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3657441;3634538;567764;50410357;0;0;3661415
55741;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;10;1008770;881252;110308;50410357;0;0;1010287
55909;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;258698;258662;68511;50410357;0;0;259542
56013;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;3927918;3927508;653883;50410357;0;0;3931346
56025;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1329430;1326258;258095;50410357;0;0;1335170
56161;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;3131421;3116376;581314;50410357;0;0;3135382
56185;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;2488414;2483716;564528;50410357;0;0;2492015
56348;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;759335;733735;147494;50410357;0;0;763013
56510;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1124978;1117021;222430;50410357;0;0;1128819
56882;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;0;62858;27352;2838;50410357;0;0;63241
56919;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1921800;1921755;368466;50410357;0;0;1925551
56926;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;39771;27217;1436;50410357;0;0;40143
57007;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3106265;3106230;538712;50410357;0;0;3110325
57070;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;820939;799362;104050;50410357;0;0;824894
57199;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1556322;1488901;288203;50410357;0;0;1560374
57602;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;374722;348867;65002;50410357;0;0;375138
57677;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;0;112307;112260;21759;50410357;0;0;112938
57727;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;481244;481200;99249;50410357;0;0;482231
57765;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1055144;1052989;194841;50410357;0;0;1059265
57777;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;144561;105591;18748;50410357;0;0;145041
57899;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;328341;328302;66653;50410357;0;0;330333
57916;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;498368;484005;99461;50410357;0;0;499792
58074;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1542213;1537895;224518;50410357;0;0;1544379
58107;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;327226;326825;72151;50410357;0;0;328073
58113;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;148494;147918;42243;50410357;0;0;149324
58206;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;72327;72228;23750;50410357;0;0;74003
58302;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;3083719;3083674;508922;50410357;0;0;3087057
58424;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;3661906;3655733;546195;50410357;0;0;3666231
58447;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;1711632;1644118;231195;50410357;0;0;1715664
58470;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;366976;322302;94164;50410357;0;0;367842
58474;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1546323;1545762;284376;50410357;0;0;1548174
58569;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;4717;4682;1653;50410357;0;0;4857
58750;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1744060;1744041;318249;50410357;0;0;1747905
58889;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;368327;321867;65732;50410357;0;0;369213
58963;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;24924;24357;5559;50410357;0;0;25609
59069;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;8;22554;22529;5380;50410357;0;0;22804
59353;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;685245;685219;143696;50410357;0;0;687539
59381;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;8825781;8823500;1240481;50410357;0;0;9129025
59519;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;497997;473999;67236;50410357;0;0;500000
59595;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1231976;1231487;240510;50410357;0;0;1234967
59638;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3273293;3264960;583070;50410357;0;0;3278016
59727;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1103325;1075536;194669;50410357;0;0;1106971
59962;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;532465;516008;98030;50410357;0;0;535247
60166;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;10;3246061;3215331;437821;50410357;0;0;3247495
60325;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1459652;1459618;369899;50410357;0;0;1462501
60337;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;4583769;4572383;842679;50410357;0;0;4587660
60413;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;107758;81395;6004;50410357;0;0;109432
60513;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;438791;438755;130637;50410357;0;0;439739
60603;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;1018001;1016355;145986;50410357;0;0;1021706
60705;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;896510;876054;178113;50410357;0;0;900117
60897;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;875577;860887;172108;50410357;0;0;879400
60922;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;254865;220615;46087;50410357;0;0;255732
60938;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;281813;281458;61286;50410357;0;0;282701
60953;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;4324744;4324301;708374;50410357;0;0;4328879
61091;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1025157;1013278;156187;50410357;0;0;1028768
61149;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;152053;132922;26647;50410357;0;0;152566
61207;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;256126;256080;45173;50410357;0;0;256995
61260;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;10;717777;717723;98635;50410357;0;0;719340
61509;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;11;10;8916540;8916477;980223;50410357;0;0;8918134
61644;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;17897;17851;3759;50410357;0;0;18152
61773;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1426816;1426782;222405;50410357;0;0;1428925
61793;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;13;10;1354573;1352911;141675;50410357;0;0;1356149
61956;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;5948095;5948049;992439;50410357;0;0;5950005
62016;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;4401558;4401002;814610;50410357;0;0;4407954
62053;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1373421;1335286;234559;50410357;0;0;1375026
62120;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;19676;19637;3967;50410357;0;0;20328
62318;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1463286;1463244;273019;50410357;0;0;1466997
62355;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;52800;42122;7661;50410357;0;0;54260
62499;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1475666;1475621;283491;50410357;0;0;1479246
62595;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1512673;1493513;283879;50410357;0;0;1515996
62606;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;3591090;3570010;671773;50410357;0;0;3594890
62624;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;570549;561655;130460;50410357;0;0;572688
62644;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;354231;352677;74023;50410357;0;0;355138
62774;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;89147;87712;30084;50410357;0;0;89848
62816;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1095555;1095512;222081;50410357;0;0;1099159
63033;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;4154752;4145372;746945;50410357;0;0;4159537
63216;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;260001;248824;25995;50410357;0;0;260472
63401;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;7130;7100;3180;50410357;0;0;7292
63478;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;4845326;4845297;701616;50410357;0;0;4849076
63657;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;176968;163926;34918;50410357;0;0;180456
63684;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;714381;712984;147444;50410357;0;0;718344
63769;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;7423987;7406449;1284011;50410357;0;0;7428987
64009;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;7054756;7042354;985860;50410357;0;0;7058977
64128;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1072673;1029926;77068;50410357;0;0;1074653
64136;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;26871;25848;6061;50410357;0;0;27070
64142;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;325220;325202;93762;50410357;0;0;326033
64166;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1469805;1469322;382055;50410357;0;0;1473076
64247;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;323514;309110;48086;50410357;0;0;325481
64257;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;6593183;6591904;950954;50410357;0;0;6597122
64339;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1506221;1489784;233576;50410357;0;0;1512385
64488;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;6188330;6101503;884208;50410357;0;0;6191012
64493;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3030570;3027232;525317;50410357;0;0;3036579
64715;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;826243;798765;126096;50410357;0;0;829229
64881;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;128122;122348;24941;50410357;0;0;129401
64909;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;3073234;3071061;560508;50410357;0;0;3076834
65063;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2987965;2979630;451966;50410357;0;0;2991725
65085;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;10389937;10337510;1476359;50410357;0;0;10391551
65228;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;776875;776838;176095;50410357;0;0;778872
65314;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;142927;141850;40519;50410357;0;0;143779
65377;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;1869485;1869311;266213;50410357;0;0;1871558
65526;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;8299;8223;2093;50410357;0;0;8526
65560;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1789612;1789590;343355;50410357;0;0;1793098
65596;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;5161145;5132786;899728;50410357;0;0;5165196
65689;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;130779;78682;11521;50410357;0;0;134371
65732;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;439955;439915;91277;50410357;0;0;442142
65746;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;897550;892070;139477;50410357;0;0;898126
65750;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;533051;533010;110234;50410357;0;0;536619
65840;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;522838;518421;100620;50410357;0;0;523785
66057;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;417065;415329;94097;50410357;0;0;420783
66126;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1228742;1218080;222967;50410357;0;0;1230512
66151;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;976544;976497;173626;50410357;0;0;979085
66252;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;774424;772598;133348;50410357;0;0;776874
66302;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;250993;249844;35035;50410357;0;0;251957
66378;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3175479;3174417;609563;50410357;0;0;3179425
66403;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;180763;164662;11064;50410357;0;0;181220
66604;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;35432;35395;11364;50410357;0;0;35880
66835;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;731778;731745;200636;50410357;0;0;734464
67038;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;10;10;222712;218680;26082;50410357;0;0;223051
67113;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;119576;119534;28707;50410357;0;0;120187
67167;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;999185;999137;180053;50410357;0;0;1000891
67250;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;85024;84985;20480;50410357;0;0;85908
67290;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;312288;311859;65662;50410357;0;0;314343
67369;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;31261;29510;8053;50410357;0;0;31825
67386;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;279946;279923;65623;50410357;0;0;280986
67475;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;243154;242289;71340;50410357;0;0;243884
67502;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;4;8828;8790;2872;50410357;0;0;8967
67587;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1101522;1101496;198134;50410357;0;0;1103109
67621;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1196602;1196550;218817;50410357;0;0;1198093
67679;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;4035274;4035234;741967;50410357;0;0;4039066
67777;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;13;10;1214565;1065794;111357;50410357;0;0;1215941
67811;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;126195;126150;27965;50410357;0;0;127046
67982;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1153219;1153151;225817;50410357;0;0;1157017
68151;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;350986;337513;73152;50410357;0;0;352057
68202;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;10;10;1122964;1118855;134583;50410357;0;0;1124452
68340;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3264234;3264195;570302;50410357;0;0;3269942
68387;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1680933;1619709;271685;50410357;0;0;1683708
68957;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2931691;2928388;549068;50410357;0;0;2935355
69049;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3983636;3970913;638472;50410357;0;0;3987586
69395;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;703739;668352;67637;50410357;0;0;705946
69547;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;10;1003448;1002337;145467;50410357;0;0;1005060
69710;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1776059;1776020;333125;50410357;0;0;1780625
69731;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;9211906;9176096;1652395;50410357;0;0;9215690
69740;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2632750;2605790;462979;50410357;0;0;2637637
69781;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;671007;626874;137216;50410357;0;0;673297
69837;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;865989;839345;151555;50410357;0;0;867654
69907;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;418522;418475;72749;50410357;0;0;419182
69940;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;7563;7519;1838;50410357;0;0;7777
69957;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;806078;806062;222095;50410357;0;0;808109
70286;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;7;106243;104209;22636;50410357;0;0;106974
70497;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;1;5459;5417;1291;50410357;0;0;5640
70568;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;483239;483211;74810;50410357;0;0;485751
70736;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;5098553;5094998;891843;50410357;0;0;5102277
70774;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1543097;1515582;285207;50410357;0;0;1546951
70974;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1794516;1766512;331201;50410357;0;0;1798698
71054;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2730864;2692908;491203;50410357;0;0;2735708
71416;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;198284;151739;34903;50410357;0;0;199196
71445;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;265016;263976;78038;50410357;0;0;265884
71669;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;4721359;4721193;866526;50410357;0;0;4725171
71678;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;9;10;7315659;7226986;896706;50410357;0;0;7317181
71718;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;10;890910;890856;122985;50410357;0;0;896002
71807;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;316312;316275;68063;50410357;0;0;318612
71901;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;305060;302276;57478;50410357;0;0;305909
71980;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1522474;1522432;292289;50410357;0;0;1526371
72038;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;337827;319461;49406;50410357;0;0;341413
72041;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1673729;1658087;292934;50410357;0;0;1677688
72114;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;396466;385385;78323;50410357;0;0;398581
72244;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1826256;1825161;432334;50410357;0;0;1830157
72378;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;4219609;4192786;618706;50410357;0;0;4223648
72742;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;8163309;8127190;1302254;50410357;0;0;8167166
72754;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1482815;1482754;219564;50410357;0;0;1486891
72822;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2356145;2317912;440956;50410357;0;0;2362906
72942;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;5012185;4990866;745927;50410357;0;0;5016715
72966;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1144536;1068716;144163;50410357;0;0;1147254
72995;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;164055;161374;52298;50410357;0;0;164804
73042;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;401186;401147;74413;50410357;0;0;403569
73324;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;375913;371815;102437;50410357;0;0;378019
73341;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3015;2620;605;50410357;0;0;3143
73422;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1764775;1764751;319403;50410357;0;0;1766247
73423;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;3194220;3194171;461570;50410357;0;0;3198183
73611;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;814720;791994;135606;50410357;0;0;815599
73617;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;32859;31995;7009;50410357;0;0;33566
73695;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;864655;864442;148626;50410357;0;0;868516
73749;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;995979;963901;195248;50410357;0;0;999929
73877;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;359015;345691;72735;50410357;0;0;362334
73942;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;100138;98772;30138;50410357;0;0;100739
74005;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;2826;2795;1282;50410357;0;0;2959
74109;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1011671;1011649;197152;50410357;0;0;1015528
74110;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;297656;293287;80253;50410357;0;0;298585
74165;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1148306;1147293;221889;50410357;0;0;1151282
74177;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;235926;231405;72535;50410357;0;0;236779
74417;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3708972;3708928;632304;50410357;0;0;3713298
