qryid;collection;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
43959;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;51;10497;10462;3478;50410357;0;0;10632
43986;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;279851;279827;60393;50410357;0;0;280453
44039;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;15;3088;3047;733;50410357;0;0;3220
44041;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;3;21051;21029;4724;50410357;0;0;21228
44218;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;17110;17096;8684;50410357;0;0;17302
44315;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1633087;1633058;328605;50410357;0;0;1635816
44439;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;47;646243;622991;96177;50410357;0;0;648811
44443;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;2475311;2462987;487956;50410357;0;0;2478058
44479;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;74162;69367;13062;50410357;0;0;74489
44496;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;253181;253146;79700;50410357;0;0;254068
44551;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1663885;1663622;297679;50410357;0;0;1666299
44624;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;852271;825118;147195;50410357;0;0;854079
44640;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;3348436;3342500;531921;50410357;0;0;3350923
44806;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;74;100795;84208;16580;50410357;0;0;101103
44913;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;160492;160449;34823;50410357;0;0;160824
45146;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;3;9566;9522;1972;50410357;0;0;9733
45164;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;73800;73784;26058;50410357;0;0;74076
45329;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;3;97206;97155;14230;50410357;0;0;97534
45344;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;20;7483;7444;1843;50410357;0;0;7703
45358;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;5968403;5968385;1034512;50410357;0;0;5968716
45365;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;638493;638446;121787;50410357;0;0;638850
45414;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;2718145;2718106;513185;50410357;0;0;2718515
45421;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;512313;512268;105271;50410357;0;0;513141
45429;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;3602831;3602531;699621;50410357;0;0;3605023
45478;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;139311;135613;30578;50410357;0;0;139751
45479;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;10;100;885393;885335;109116;50410357;0;0;885716
45493;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;11;51;94018;93950;11228;50410357;0;0;94358
45542;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;35;138088;138044;29236;50410357;0;0;138446
45566;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;2912817;2912772;577894;50410357;0;0;2915009
45719;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;5185486;5157599;865297;50410357;0;0;5185977
45751;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;794184;794137;142155;50410357;0;0;794590
45919;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;209569;209526;44260;50410357;0;0;209903
45938;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;909653;909611;192999;50410357;0;0;911809
45970;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;286584;264014;53451;50410357;0;0;286927
46163;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;131212;131175;40673;50410357;0;0;131511
46448;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;340035;340003;105874;50410357;0;0;340390
46471;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1386003;1385961;273767;50410357;0;0;1388590
46492;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1285328;1272614;252169;50410357;0;0;1287641
46547;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2549274;2507154;425538;50410357;0;0;2551709
47084;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;170889;158438;34487;50410357;0;0;171227
47292;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;811044;810997;143299;50410357;0;0;811386
47371;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;75;138171;138123;27815;50410357;0;0;138510
47831;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;9;100;211120;211062;29505;50410357;0;0;211471
47859;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;29;387293;387243;59281;50410357;0;0;388435
47892;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;2;5915;3728;1199;50410357;0;0;6058
47911;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;5477923;5477892;768224;50410357;0;0;5480695
47938;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;1791936;1767778;311344;50410357;0;0;1794972
48131;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;7453537;7453498;1189629;50410357;0;0;7456066
48193;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;12;147501;119159;22825;50410357;0;0;148345
48291;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;34;3635;3595;805;50410357;0;0;3775
48339;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;368211;368183;59078;50410357;0;0;368514
48387;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;3494027;3493986;670153;50410357;0;0;3496629
48435;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;71;221294;204674;36077;50410357;0;0;221617
48531;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;9;100;4252028;4251965;504765;50410357;0;0;4252368
48552;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;29217;29162;9773;50410357;0;0;29536
48792;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;54;41361;41319;9274;50410357;0;0;41662
48912;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;647849;647814;186339;50410357;0;0;648902
48988;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;750694;749645;153532;50410357;0;0;751610
49014;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;62503;61590;13160;50410357;0;0;62990
49124;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;2626340;2626300;485552;50410357;0;0;2627534
49141;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;3623914;3619687;667398;50410357;0;0;3626248
49144;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;459123;439572;54488;50410357;0;0;459484
49219;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;78957;78921;26149;50410357;0;0;79283
49284;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;1851946;1851894;259790;50410357;0;0;1854539
49404;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;870502;842913;131911;50410357;0;0;873072
49409;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;1031485;1014685;143980;50410357;0;0;1032755
49479;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;70;4918;2560;1148;50410357;0;0;5054
49617;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;36687;36660;7670;50410357;0;0;36911
49646;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;18;108613;108569;18855;50410357;0;0;109456
49650;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;1;146419;146198;21383;50410357;0;0;146752
49679;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;7652795;7652756;1304542;50410357;0;0;7653136
49692;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4594408;4594364;830455;50410357;0;0;4596813
49703;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;766997;752620;123277;50410357;0;0;767529
49817;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;614814;614762;92403;50410357;0;0;617156
49829;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;28234;19145;8992;50410357;0;0;28523
49884;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;24;6520;6479;2307;50410357;0;0;6654
49932;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;2361800;2361778;466256;50410357;0;0;2364162
49935;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;46;111225;103108;22813;50410357;0;0;111554
49962;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;2;11955;11908;2288;50410357;0;0;12119
50572;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;3814360;3814331;527442;50410357;0;0;3816856
50597;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;0;62727;46193;1018;50410357;0;0;63055
50675;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;1;7106;7066;1516;50410357;0;0;7259
50743;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;3611758;3611734;640974;50410357;0;0;3612087
50926;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;243128;243087;56224;50410357;0;0;243973
51075;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;51;28353;28060;9461;50410357;0;0;28512
51191;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1142575;1142554;215887;50410357;0;0;1143412
51208;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2968237;2966037;509300;50410357;0;0;2968598
51346;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;491062;491015;90008;50410357;0;0;491402
51436;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;17962;17918;4065;50410357;0;0;18169
51563;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2558125;2558094;445446;50410357;0;0;2558856
51787;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;21;104238;104189;19469;50410357;0;0;104716
51801;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;0;737;698;109;50410357;0;0;871
51830;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;30194;30180;10772;50410357;0;0;30331
51948;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2230651;2230622;386643;50410357;0;0;2230958
51998;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;92;106138;106096;23615;50410357;0;0;106471
51999;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;3771853;3771807;661047;50410357;0;0;3772212
52028;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;22553;22502;4302;50410357;0;0;25139
52059;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;109851;109812;35772;50410357;0;0;110189
52129;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;4525567;4525516;625043;50410357;0;0;4526477
52180;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;868813;867946;155140;50410357;0;0;872022
52283;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;83;176248;176199;27812;50410357;0;0;176582
52453;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;993660;993616;195493;50410357;0;0;995919
52493;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;181256;172461;39422;50410357;0;0;182096
52605;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;1;414;369;69;50410357;0;0;549
52681;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;43774;43757;14713;50410357;0;0;44001
52731;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;1326260;1326223;243580;50410357;0;0;1327126
52772;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1133158;1132278;221139;50410357;0;0;1135001
52883;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;136607;128994;30102;50410357;0;0;137172
52948;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;11;100;913387;913320;107872;50410357;0;0;913736
53172;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1536134;1536093;294114;50410357;0;0;1537005
53217;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;944141;942659;188142;50410357;0;0;946384
53273;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2749386;2725179;474075;50410357;0;0;2751756
53382;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;36;53560;37820;12245;50410357;0;0;53886
53385;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;228273;228226;35854;50410357;0;0;228555
53411;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;0;2061;2009;315;50410357;0;0;2192
53619;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;481607;481588;101329;50410357;0;0;482403
53667;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2008527;2008480;345582;50410357;0;0;2009401
53709;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;15670;15566;4049;50410357;0;0;15809
53849;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;376581;376561;81241;50410357;0;0;377634
53872;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;544080;542778;156974;50410357;0;0;545334
53939;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1472688;1471751;377979;50410357;0;0;1474129
53984;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;537351;530344;108820;50410357;0;0;538941
54025;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;16479;14025;3609;50410357;0;0;16638
54411;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;791440;791416;165630;50410357;0;0;793099
54540;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;304159;302497;66098;50410357;0;0;304763
54587;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1515222;1515182;299380;50410357;0;0;1517561
54590;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;327045;310449;45422;50410357;0;0;327389
54620;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;66;556617;556576;96290;50410357;0;0;556964
54724;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;9;100;1205207;1205149;152443;50410357;0;0;1205559
54783;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;302625;302585;56686;50410357;0;0;303496
54940;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;77417;77376;18279;50410357;0;0;77738
54956;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;2067232;2067195;545250;50410357;0;0;2068817
55167;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1970278;1957113;386549;50410357;0;0;1972762
55339;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1667261;1663006;430997;50410357;0;0;1668692
55387;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1387304;1380331;260956;50410357;0;0;1387883
55407;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;95621;95577;21763;50410357;0;0;95960
55433;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;2429986;2429944;397960;50410357;0;0;2430858
55444;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1364154;1364022;231742;50410357;0;0;1366509
55454;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1790189;1774442;352760;50410357;0;0;1792901
55654;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;997835;983975;198926;50410357;0;0;1000176
55681;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;5071262;5049552;778243;50410357;0;0;5074015
55741;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;78;861877;810778;110363;50410357;0;0;862218
55909;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;418761;418725;120824;50410357;0;0;419729
56013;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;4220235;4219498;706137;50410357;0;0;4220877
56025;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1323435;1323392;258327;50410357;0;0;1327770
56161;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4596272;4580762;857576;50410357;0;0;4599050
56185;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;3865859;3861058;912154;50410357;0;0;3868078
56348;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1262009;1225310;240170;50410357;0;0;1264763
56510;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1143568;1136877;222715;50410357;0;0;1146174
56882;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;0;53816;13600;2838;50410357;0;0;54194
56919;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1921176;1921134;368808;50410357;0;0;1923810
56926;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;57;38467;24843;1471;50410357;0;0;38784
57007;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;5252105;5252069;806601;50410357;0;0;5254650
57070;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1029430;1012620;134330;50410357;0;0;1030387
57199;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1506933;1503987;288590;50410357;0;0;1509150
57602;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;368056;353504;68153;50410357;0;0;368405
57677;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;0;116012;115963;21759;50410357;0;0;116646
57727;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;563932;563891;115709;50410357;0;0;564847
57765;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1928554;1927414;303155;50410357;0;0;1929517
57777;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;63;102796;99020;18791;50410357;0;0;103085
57899;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;350307;350265;66931;50410357;0;0;352884
57916;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;628461;609926;128183;50410357;0;0;631138
58074;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;1574528;1567257;236792;50410357;0;0;1577246
58107;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;378201;352384;72409;50410357;0;0;378607
58113;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;237604;237566;67400;50410357;0;0;238482
58206;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;202440;202127;67253;50410357;0;0;202796
58302;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;3888969;3888923;646057;50410357;0;0;3889953
58424;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;3676002;3674766;546850;50410357;0;0;3678738
58447;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;1705595;1641889;231487;50410357;0;0;1708432
58470;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;389573;360100;107616;50410357;0;0;389937
58474;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;1606682;1606636;297626;50410357;0;0;1607109
58569;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;94;10131;10095;3498;50410357;0;0;10268
58750;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1981793;1981772;355079;50410357;0;0;1982693
58889;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;333209;331425;71454;50410357;0;0;333559
58963;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;79;23306;23266;5604;50410357;0;0;23617
59069;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;8;23755;23714;5380;50410357;0;0;24151
59353;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;685719;685678;143974;50410357;0;0;686651
59381;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;10081866;10080685;1351003;50410357;0;0;10082225
59519;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;322940;322893;67425;50410357;0;0;323283
59595;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1237671;1237627;240914;50410357;0;0;1242750
59638;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;4071139;4064123;712841;50410357;0;0;4073509
59727;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1126997;1103580;217686;50410357;0;0;1128778
59962;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1168960;1162113;197374;50410357;0;0;1171541
60166;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;100;3240346;3219946;439844;50410357;0;0;3240685
60325;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1751942;1751906;470511;50410357;0;0;1754414
60337;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4832571;4808944;893479;50410357;0;0;4835326
60413;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;108884;74165;6107;50410357;0;0;109232
60513;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;740810;740776;220659;50410357;0;0;742548
60603;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;1012551;1010596;146159;50410357;0;0;1014857
60705;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1015949;1005667;201722;50410357;0;0;1018347
60897;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;867079;860827;172324;50410357;0;0;869710
60922;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;417553;392342;89141;50410357;0;0;417924
60938;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;282969;282928;61432;50410357;0;0;283315
60953;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;5082556;5082508;835930;50410357;0;0;5084891
61091;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;1026302;1020301;156480;50410357;0;0;1031659
61149;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;193662;174977;35735;50410357;0;0;193991
61207;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;43;241890;241843;45198;50410357;0;0;242228
61260;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;100;719495;719441;98808;50410357;0;0;719841
61509;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;11;100;8882952;8882888;980810;50410357;0;0;8883298
61644;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;13;17831;17785;3759;50410357;0;0;23701
61773;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;2059107;2059070;323151;50410357;0;0;2061716
61793;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;13;100;1371160;1363612;141832;50410357;0;0;1371502
61956;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;6095144;6095099;1022632;50410357;0;0;6095571
62016;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;5101564;5101520;951953;50410357;0;0;5106765
62053;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;1374557;1332455;236303;50410357;0;0;1374910
62120;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;17;18177;18135;3967;50410357;0;0;18840
62318;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;2763785;2763751;523990;50410357;0;0;2766328
62355;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;102370;90232;19874;50410357;0;0;102865
62499;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1488153;1488111;283755;50410357;0;0;1490820
62595;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1498685;1478268;284116;50410357;0;0;1501333
62606;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4221548;4200246;788679;50410357;0;0;4224314
62624;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;806733;797200;205035;50410357;0;0;808761
62644;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;369860;364265;74795;50410357;0;0;370740
62774;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;239121;238861;77312;50410357;0;0;239475
62816;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1106256;1106213;222816;50410357;0;0;1108529
63033;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;6525119;6516404;1112273;50410357;0;0;6525482
63216;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;147354;147317;26122;50410357;0;0;147693
63401;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;18779;18747;8542;50410357;0;0;19088
63478;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;5058326;5058283;732767;50410357;0;0;5058656
63657;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;159509;159469;35045;50410357;0;0;162410
63684;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;789326;789282;161074;50410357;0;0;791429
63769;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;9536089;9523094;1642170;50410357;0;0;9536443
64009;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;7306518;7278863;1242659;50410357;0;0;7343701
64128;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;86;470951;470903;77126;50410357;0;0;471286
64136;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;28;26328;26284;6071;50410357;0;0;26709
64142;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;507464;507429;143791;50410357;0;0;508457
64166;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1947270;1946513;515951;50410357;0;0;1949322
64247;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;325812;304199;48190;50410357;0;0;326147
64257;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;100;6631718;6631668;951496;50410357;0;0;6634337
64339;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;2191450;2174581;314256;50410357;0;0;2195947
64488;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;6305962;6294978;907521;50410357;0;0;6306329
64493;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;2767878;2767838;534374;50410357;0;0;2772747
64715;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;1151865;1132356;208547;50410357;0;0;1154658
64881;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;132763;123256;25061;50410357;0;0;133489
64909;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4745309;4745268;879847;50410357;0;0;4747692
65063;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;3418231;3410178;485134;50410357;0;0;3420515
65085;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;13254717;13186383;1954411;50410357;0;0;13255072
65228;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;827122;827084;207389;50410357;0;0;827992
65314;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;410567;410290;118354;50410357;0;0;411508
