qryid;collection;ranker;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
4855;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;16147;16123;0;0;56844;57045;16241
4942;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;6374513;6374496;0;0;20795683;25189365;6374710
5001;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;4405;4385;0;0;18881;18881;4501
5005;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;902334;902318;0;0;3220886;3503012;902541
5016;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;505439;505414;0;0;1979064;2076867;505672
5023;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;4792126;4792096;0;0;18377886;18425669;4792355
5036;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;614561;614533;0;0;2205041;2280934;614781
5183;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;1040703;1040677;0;0;4187018;4421727;1040925
5209;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;3670235;3670205;0;0;12949171;15780915;3670459
5241;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;270426;270401;0;0;1062605;1067459;270652
5274;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;1803385;1803349;0;0;5035041;5968974;1803611
5302;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;194140;194115;0;0;758256;761695;194358
5332;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;171821;171792;0;0;601321;603293;172031
5336;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;16338;16314;0;0;56595;57053;16437
5340;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;5614685;5614669;0;0;20563576;23380838;5614890
5465;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;26;41;20;0;0;26;26;129
5590;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;8583;8566;0;0;28294;28357;8655
5636;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;258229;258218;0;0;971630;1052721;258444
5649;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;4873250;4873219;0;0;16142845;18362024;4873479
5847;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1633851;1633822;0;0;5239102;6041430;1634075
5858;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;328144;328119;0;0;1312861;1316819;328374
5862;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;917983;917956;0;0;3377531;3434228;918212
6031;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;315835;315804;0;0;1018599;1033926;316056
6244;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;4334;4313;0;0;16022;16022;4424
6295;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;33064;33055;0;0;139221;139221;33165
6310;gov2;tfidf;INVIDX_E_TFIDF;0;100;7;100;8616893;8616857;0;0;18929295;34965505;8617109
6341;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;147328;147301;0;0;558168;558730;147514
6371;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;122717;122690;0;0;410944;415363;122927
6396;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;4795860;4795830;0;0;15474153;19069182;4796085
6427;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;8612;8591;0;0;39680;39680;8709
6442;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;5396850;5396834;0;0;20507191;21220768;5397049
6546;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;60293;60265;0;0;205273;207676;60462
6614;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;74022;74004;0;0;271565;273325;74223
6732;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;33768;33750;0;0;137878;137878;33883
6759;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;87489;87470;0;0;287193;298201;87660
6799;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1243809;1243782;0;0;4453596;5208580;1243997
6841;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1186486;1186459;0;0;4352155;4653396;1186711
6906;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;6936838;6936804;0;0;20585043;25665128;6937064
6939;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;73152;73123;0;0;242134;246038;73358
6992;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;3965844;3965807;0;0;13307992;14543472;3966062
7077;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;6466673;6466637;0;0;18295123;21139802;6466910
7156;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;4802712;4802682;0;0;16111570;17994972;4802961
7227;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;3645;3623;0;0;13511;13511;3765
7253;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;5879040;5879019;0;0;18290097;19618914;5879255
7353;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;337230;337205;0;0;1322757;1345539;337458
7463;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;1;26;6;0;0;1;1;115
7544;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;229862;229845;0;0;815724;816806;230067
7642;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;7187988;7187954;0;0;20646369;27988148;7188216
7656;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;17839;17815;0;0;58336;58606;17951
7680;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;320167;320149;0;0;982168;1107094;320362
7883;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;33794;33770;0;0;120827;121202;33901
7925;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1144319;1144300;0;0;3885704;3968531;1144525
7927;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;378778;378751;0;0;1268018;1405012;378998
7943;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;115128;115103;0;0;430030;438457;115354
7959;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;7984799;7984769;0;0;22051649;39349901;7985020
7964;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;726;706;0;0;2165;2165;823
7986;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;7320796;7320774;0;0;20774469;29395548;7321004
8035;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;89;63;0;0;125;125;178
8123;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;6274941;6274920;0;0;16978294;26529858;6275141
8137;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;9510596;9510561;0;0;20645367;45259120;9510817
8142;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;126269;126243;0;0;476843;476899;126485
8152;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;174301;174277;0;0;686741;691734;174512
8154;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;2695206;2695175;0;0;9196010;9461679;2695424
8201;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;269023;268994;0;0;830736;909531;269245
8273;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1848875;1848848;0;0;6697200;7293624;1849096
8356;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;8929801;8929766;0;0;19453871;42575451;8930027
8362;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;4606;4581;0;0;15486;15570;4699
8455;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;601036;601019;0;0;2005194;2037435;601254
8458;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1151773;1151743;0;0;3892227;3986985;1151988
8524;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;90766;90740;0;0;349302;349302;90978
8525;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;496648;496623;0;0;2021203;2073645;496866
8700;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;39024;38999;0;0;138659;138807;39151
8815;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;9521;9506;0;0;35077;35292;9602
9140;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;12657;12639;0;0;44241;44490;12738
9373;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;99083;99071;0;0;361842;369588;99271
9407;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;2133865;2133842;0;0;8922381;9028974;2134100
9483;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;16530;16505;0;0;56560;56565;16621
9513;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;23445;23431;0;0;80568;80732;23540
9527;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;10950;10939;0;0;49455;49455;11034
9631;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;39;29;20;0;0;39;39;98
9690;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;6604;6592;0;0;23057;23058;6677
9698;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;3949232;3949209;0;0;9876917;14872358;3949431
9756;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;19719;19693;0;0;67466;67525;19815
9789;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;5144866;5144845;0;0;16075386;16993443;5145075
9862;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;2580573;2580542;0;0;8342411;10045347;2580792
9937;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;968078;968050;0;0;3414863;3792855;968293
9950;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;25133;25108;0;0;86068;87111;25233
9990;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;449;440;0;0;1560;1560;522
10044;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;7517;7501;0;0;23956;24076;7593
10123;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;289837;289822;0;0;1024707;1035542;290046
10127;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;129785;129756;0;0;416031;447837;130010
10135;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;397940;397917;0;0;1519968;1644873;398151
10140;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;254368;254340;0;0;911312;913669;254595
10144;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;435751;435719;0;0;1550871;1601025;435980
10170;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;43862;43837;0;0;191567;191567;43996
10212;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;333551;333528;0;0;1215083;1220898;333765
10336;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;6114;6094;0;0;23017;23017;6204
10340;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;579761;579733;0;0;1566119;1667261;579969
10377;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;182556;182528;0;0;741351;742375;182779
10446;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;134348;134324;0;0;505613;514270;134563
10447;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1439646;1439618;0;0;5109722;6034697;1439863
10448;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;591645;591613;0;0;1947507;2015303;591864
10475;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;593048;593019;0;0;1905482;2024574;593272
10560;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;253722;253698;0;0;964986;1004711;253947
10567;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;4970195;4970166;0;0;18409507;20370756;4970430
10587;gov2;tfidf;INVIDX_E_TFIDF;0;100;7;100;9731844;9731803;0;0;21173213;40604630;9732073
10603;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;2899;2879;0;0;13133;13133;2992
10635;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;9238321;9238296;0;0;22054233;39517897;9238529
10659;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;3864838;3864808;0;0;12121526;15667214;3865063
10678;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;29213;29187;0;0;100720;101026;29322
10704;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;5357835;5357814;0;0;16214012;18688048;5358036
10762;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;6492;6471;0;0;27709;27709;6591
10841;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;767715;767702;0;0;3169847;3181897;767920
10861;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;881;856;0;0;2560;2567;975
10966;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;685;676;0;0;2165;2165;756
10975;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;74985;74969;0;0;242195;246846;75155
11008;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;6458;6435;0;0;22553;22932;6550
11010;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;197886;197862;0;0;713325;715007;198088
11030;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;4832112;4832077;0;0;11645549;19650550;4832330
11032;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;26396;26375;0;0;104931;104931;26503
11041;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;68594;68577;0;0;245000;245164;68751
11070;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;664114;664091;0;0;2483728;2488253;664342
11094;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;6379176;6379143;0;0;18697502;22526218;6379391
11110;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;2188119;2188089;0;0;7272813;7943276;2188331
11213;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;6;28;8;0;0;6;6;125
11245;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;98105;98080;0;0;324464;329975;98291
11322;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;5792;5767;0;0;20374;20619;5883
11414;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;138084;138071;0;0;511872;511877;138282
11416;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;7258908;7258875;0;0;19381552;31185807;7259139
11519;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1416495;1416468;0;0;4991038;5692802;1416713
11642;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;11984;11964;0;0;48706;48706;12079
11732;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;76280;76270;0;0;353649;353649;76433
11750;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;543955;543919;0;0;2080847;2119509;544180
11778;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;992260;992231;0;0;3627762;3708878;992479
11832;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;111496;111470;0;0;413532;418168;111707
11868;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;3492608;3492570;0;0;9789112;10943485;3492834
11887;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;17705;17680;0;0;59829;59852;17800
11895;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1478711;1478696;0;0;5432220;5761993;1478909
11905;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;2893885;2893860;0;0;10538329;12076637;2894121
11924;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;27447;27419;0;0;88137;88670;27547
11928;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;12;17;8;0;0;12;12;88
11968;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;8600;8588;0;0;30624;30703;8672
12064;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;114;105;0;0;298;298;184
12121;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;115833;115821;0;0;437704;437821;116022
12129;gov2;tfidf;INVIDX_E_TFIDF;0;100;7;100;9916502;9916463;0;0;22062006;40135459;9916733
12169;gov2;tfidf;INVIDX_E_TFIDF;0;100;10;100;13336491;13336444;0;0;20419534;58450963;13336721
12178;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;3573256;3573220;0;0;9258857;12861960;3573471
12240;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;704;682;0;0;2165;2165;801
12509;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1170747;1170730;0;0;4072015;4833204;1170950
12550;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;5729;5704;0;0;19385;21601;5821
12716;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;21277;21264;0;0;79590;79650;21353
12722;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;25614;25598;0;0;84374;86008;25712
12779;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;653742;653726;0;0;2370309;2489410;653949
12850;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;712412;712384;0;0;2501794;2801327;712627
12874;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;107;86;0;0;209;209;205
12921;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;797747;797734;0;0;3285567;3356213;797944
12931;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;175005;174979;0;0;682685;682737;175209
12984;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;9045626;9045593;0;0;20496974;47150307;9045836
12990;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;156864;156840;0;0;583169;607237;157083
13066;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;833;813;0;0;2823;2823;926
13077;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;1235582;1235560;0;0;3738261;3947496;1235787
13307;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;875481;875450;0;0;2936569;3004429;875683
13308;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;34506;34482;0;0;126227;126334;34615
13335;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;7854;7837;0;0;24082;24236;7931
13391;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;460442;460430;0;0;1811505;1873234;460645
13404;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;30699;30673;0;0;110464;111063;30798
13443;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;1905460;1905433;0;0;4897722;6670766;1905667
13452;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;667544;667521;0;0;2584185;2814867;667765
13483;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;13801;13775;0;0;49186;49215;13894
13527;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;917569;917547;0;0;2772299;2889385;917775
13561;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;229052;229027;0;0;929483;942599;229275
13604;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;4528893;4528863;0;0;15133460;16966250;4529115
13644;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;858690;858669;0;0;4022425;4022425;858910
13649;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1147068;1147039;0;0;4158816;4672248;1147292
13750;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;11853;11832;0;0;48706;48706;11946
13911;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;2948274;2948258;0;0;9598842;14073724;2948484
14015;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;55761;55728;0;0;165028;169286;55914
14025;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;93379;93361;0;0;331705;347168;93587
14035;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;11;29;9;0;0;11;11;118
14094;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;700420;700399;0;0;2098136;2183926;700613
14098;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;21316;21291;0;0;75637;75660;21411
14124;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;75;42;33;0;0;75;75;135
14152;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;726003;725988;0;0;2543080;2854163;726193
14154;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;28870;28849;0;0;124879;124879;28968
14156;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;9052711;9052685;0;0;19670262;43371821;9052908
14179;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;358;337;0;0;941;941;452
14278;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;49478;49465;0;0;176828;176832;49612
14377;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;23;30;15;0;0;23;23;111
14387;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;197037;197020;0;0;695123;695719;197221
14405;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;1115035;1115010;0;0;4654143;4671822;1115273
14443;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;763994;763951;0;0;2257863;2433891;764215
14466;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;135008;134984;0;0;513778;513816;135227
14627;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;8400;8376;0;0;32219;32226;8497
14641;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;41170;41158;0;0;143665;146829;41289
14743;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;7056816;7056787;0;0;16767831;28536631;7057030
14749;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;318;297;0;0;925;925;413
14863;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;2158170;2158157;0;0;8922381;9028974;2158362
14893;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;2473;2452;0;0;8734;8734;2561
14927;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;961752;961735;0;0;3301209;4031890;961958
14938;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;5897;5877;0;0;21777;21777;5987
14963;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1310349;1310329;0;0;4294379;4675414;1310556
15117;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1040772;1040742;0;0;3315896;3724811;1040974
15352;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;541306;541282;0;0;2203189;2228002;541529
15359;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;120011;119984;0;0;402183;412335;120225
15377;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;671;650;0;0;2165;2165;766
15415;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;841694;841678;0;0;3022711;3245932;841898
15441;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1295366;1295334;0;0;4179139;4985574;1295584
15458;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;419335;419311;0;0;1549248;1818459;419546
15506;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;27;44;25;0;0;27;27;147
15570;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;114;100;0;0;228;228;183
15635;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;3571345;3571330;0;0;11506161;16518619;3571546
15706;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;128595;128566;0;0;477224;484470;128815
15778;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;665;645;0;0;2165;2165;762
15857;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;54;45;0;0;107;107;122
15889;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;24319;24311;0;0;98995;98995;24396
15973;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;102745;102728;0;0;350224;353374;102928
15996;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;4787334;4787298;0;0;18369229;18425684;4787565
16061;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;304284;304255;0;0;1090405;1093357;304510
16175;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;610411;610381;0;0;1945896;2112341;610641
16189;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;2206753;2206721;0;0;7310377;8075598;2206977
16343;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;2052388;2052359;0;0;7708599;7951914;2052605
16401;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;764831;764807;0;0;3132730;3136041;765049
16445;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;5878398;5878363;0;0;18290097;19618914;5878623
16511;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;895;871;0;0;2557;2562;993
16519;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;315319;315307;0;0;1272215;1285008;315520
16611;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;62499;62474;0;0;219692;227627;62670
16617;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;6109924;6109893;0;0;18634574;21234768;6110142
16702;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;406782;406757;0;0;1647665;1650989;407012
16774;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;3;27;6;0;0;3;3;117
16835;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;1175454;1175434;0;0;3811207;4214890;1175659
16848;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;4358494;4358465;0;0;14976709;15446443;4358714
16885;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;4962498;4962463;0;0;15171339;17006825;4962717
16890;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;30432;30406;0;0;109050;109829;30533
16944;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;11170;11153;0;0;36458;36611;11253
16966;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;823487;823471;0;0;2893959;3039281;823690
16983;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;45392;45367;0;0;169938;169972;45516
17058;gov2;tfidf;INVIDX_E_TFIDF;0;100;7;100;8488716;8488685;0;0;19169593;32942046;8488903
17071;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;2630928;2630898;0;0;8393830;10181900;2631156
17105;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;109951;109922;0;0;369018;384689;110151
17199;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;4751181;4751153;0;0;18230436;18264791;4751410
17291;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;1;27;6;0;0;1;1;116
17292;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;194591;194578;0;0;728889;767374;194790
17316;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;454346;454321;0;0;1649935;1945325;454571
17334;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;55465;55440;0;0;199259;203557;55629
17355;gov2;tfidf;INVIDX_E_TFIDF;0;100;3;100;1231475;1231453;0;0;4102200;5221813;1231691
17519;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;137793;137768;0;0;542968;545030;138006
17561;gov2;tfidf;INVIDX_E_TFIDF;0;100;6;100;1381408;1381372;0;0;3667827;4321236;1381626
17573;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;2356921;2356887;0;0;6997246;8171968;2357153
17591;gov2;tfidf;INVIDX_E_TFIDF;0;100;4;100;542619;542588;0;0;1765460;1895190;542841
17597;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;113;91;0;0;215;215;203
17624;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;551829;551817;0;0;2225457;2239226;552038
17725;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;191;170;0;0;488;488;284
17732;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;14;20;10;0;0;14;14;88
17736;gov2;tfidf;INVIDX_E_TFIDF;0;100;5;100;3630331;3630308;0;0;10781879;12725113;3630531
17755;gov2;tfidf;INVIDX_E_TFIDF;0;100;1;100;133;113;0;0;270;270;227
17779;gov2;tfidf;INVIDX_E_TFIDF;0;100;2;100;343646;343633;0;0;1386291;1400989;343848
