qryid;collection;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
41936;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;480331;480294;136357;50410357;0;0;482429
41963;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;686006;684453;131419;50410357;0;0;689724
42005;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;57754;48032;6322;50410357;0;0;58115
42048;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;6806;6773;3255;50410357;0;0;6986
42063;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;547558;547545;171042;50410357;0;0;548404
42078;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1554370;1553327;379113;50410357;0;0;1557950
42100;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;51032;37969;7555;50410357;0;0;51667
42141;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1358;1321;424;50410357;0;0;1482
42202;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;8646;8633;4399;50410357;0;0;8767
42246;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1383562;1383546;344916;50410357;0;0;1386130
42270;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;1;44889;37340;8815;50410357;0;0;45602
42279;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;445451;445416;91596;50410357;0;0;448805
42415;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;22322;13220;3066;50410357;0;0;22653
42437;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;115214;115180;37374;50410357;0;0;115752
42449;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;17891;17856;5946;50410357;0;0;18065
42478;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;1124;1111;624;50410357;0;0;1220
42503;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;4;2666;2645;755;50410357;0;0;2769
42560;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;577628;577611;124709;50410357;0;0;579897
42612;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1194312;1169648;177928;50410357;0;0;1197762
42676;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;31001;21831;3248;50410357;0;0;31255
42745;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;13025;13004;5476;50410357;0;0;13254
42764;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;551520;551499;160801;50410357;0;0;552318
42770;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;297184;295594;61376;50410357;0;0;298037
42776;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;647747;646959;131441;50410357;0;0;650025
42824;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3020471;3017881;585632;50410357;0;0;3024609
42857;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;9;128549;38683;3879;50410357;0;0;128873
42880;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;5400;5369;2530;50410357;0;0;5538
42881;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;37406;37393;14934;50410357;0;0;37936
42897;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;2;512;419;87;50410357;0;0;715
42949;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;9723;9707;3629;50410357;0;0;9869
42958;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;394193;394165;75762;50410357;0;0;397652
42960;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;258090;243008;48354;50410357;0;0;260037
43125;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;81020;67659;15359;50410357;0;0;81811
43138;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;0;17119;16813;2355;50410357;0;0;17346
43192;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;8;169901;169866;31247;50410357;0;0;170569
43212;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;9;10112;10075;3406;50410357;0;0;10259
43223;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;1698227;1698215;455962;50410357;0;0;1703761
43249;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;47048;37528;3353;50410357;0;0;47338
43428;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2189355;2189313;393823;50410357;0;0;2192880
43431;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;467879;452429;58303;50410357;0;0;471180
43466;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;668363;664623;190218;50410357;0;0;669184
43485;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;116300;114654;43714;50410357;0;0;117143
43589;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;98212;98176;30885;50410357;0;0;98773
43632;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1005675;1005633;203190;50410357;0;0;1008513
43647;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;16943;12208;4764;50410357;0;0;17118
43698;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1230212;1230180;219177;50410357;0;0;1233555
43815;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;939632;934736;192781;50410357;0;0;941902
43876;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;88232;85585;32721;50410357;0;0;88963
43894;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;10;10;59336;59275;7544;50410357;0;0;59646
43932;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;672352;672318;202813;50410357;0;0;673171
43976;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;4002;2865;1301;50410357;0;0;4132
44028;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;95261;95248;37896;50410357;0;0;96037
44064;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;80474;80382;26522;50410357;0;0;82154
44089;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;13505;13467;4390;50410357;0;0;13851
44186;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;293464;293425;57933;50410357;0;0;294856
44188;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2790607;2784147;514285;50410357;0;0;2795663
44327;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;139192;133166;13748;50410357;0;0;139620
44343;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;643569;643529;128580;50410357;0;0;645971
44377;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;50334;40218;2751;50410357;0;0;50666
44428;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;19882;19842;4559;50410357;0;0;20551
44461;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;10438;10407;3532;50410357;0;0;10600
44483;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;548;535;277;50410357;0;0;650
44585;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;499521;499502;105031;50410357;0;0;502704
44589;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1301288;1291309;266970;50410357;0;0;1304951
44620;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3871991;3860491;646110;50410357;0;0;3877083
44665;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;285722;273932;3738;50410357;0;0;286060
44680;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;15954;15923;6525;50410357;0;0;16235
44684;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2589989;2589960;497719;50410357;0;0;2593447
44688;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;542558;528282;74006;50410357;0;0;544890
44741;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;484169;474015;127494;50410357;0;0;486234
44893;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;29401;27094;10857;50410357;0;0;29768
44950;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;2168;2147;1212;50410357;0;0;2293
44964;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;95769;95752;33489;50410357;0;0;96201
44974;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;535295;535252;116135;50410357;0;0;537193
45063;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;738954;737837;216200;50410357;0;0;739922
45113;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;121706;117528;19779;50410357;0;0;122507
45150;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;26464;26131;10859;50410357;0;0;26722
45165;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;1;4046;4025;1004;50410357;0;0;4245
45250;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;3709618;3709597;724982;50410357;0;0;3713053
45261;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;4;81538;69191;1138;50410357;0;0;82029
45328;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;81695;81659;26955;50410357;0;0;82217
45393;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;8;0;11303;11248;1543;50410357;0;0;11467
45436;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;0;5242;5220;1173;50410357;0;0;5377
45513;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;403161;403131;57452;50410357;0;0;405318
45558;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;456281;454322;97313;50410357;0;0;457739
45610;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;184615;178097;40847;50410357;0;0;185500
45615;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;295527;294951;85596;50410357;0;0;297577
45712;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;22170;21438;8778;50410357;0;0;22413
45722;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;747559;747539;215326;50410357;0;0;748335
45723;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;178422;177422;50294;50410357;0;0;180278
45736;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;3069188;3068950;730621;50410357;0;0;3072826
45755;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;488879;474514;99578;50410357;0;0;490047
45759;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;37443;36544;10508;50410357;0;0;37742
45824;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;135099;135073;44864;50410357;0;0;135781
45851;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;1;174;142;26;50410357;0;0;300
45911;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;15823;15810;6613;50410357;0;0;15992
45933;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;4539;4523;1813;50410357;0;0;4648
45946;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;4080;4065;1653;50410357;0;0;4187
45979;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2174727;2174706;389932;50410357;0;0;2180538
46000;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;124974;110446;247;50410357;0;0;128397
46061;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3899252;3883456;701243;50410357;0;0;3904943
46187;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;143718;129628;1854;50410357;0;0;145094
46218;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;0;3684;3641;764;50410357;0;0;3812
46297;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;615568;615552;177843;50410357;0;0;616401
46369;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;3211750;3210572;561163;50410357;0;0;3213438
46487;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;4;862;824;160;50410357;0;0;985
46531;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;27058;27047;10859;50410357;0;0;27453
46559;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;93496;93461;20629;50410357;0;0;94292
46563;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;183465;183042;39720;50410357;0;0;185482
46612;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;163775;162609;37383;50410357;0;0;164699
46614;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1229725;1228140;248840;50410357;0;0;1233430
46743;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;2;64144;48078;3040;50410357;0;0;64796
46805;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;697716;697680;198096;50410357;0;0;699805
46825;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;1;3638;1210;198;50410357;0;0;3763
46907;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;4499341;4499326;1252760;50410357;0;0;4500805
47038;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1779193;1779158;357833;50410357;0;0;1781991
47042;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;389093;386632;108235;50410357;0;0;389912
47049;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;2637;1686;354;50410357;0;0;2761
47079;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;7652;7642;3277;50410357;0;0;7780
47098;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;102366;102334;15917;50410357;0;0;103148
47145;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;620857;620589;128531;50410357;0;0;622774
47156;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;190793;190257;61734;50410357;0;0;191589
47231;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;136839;136688;33387;50410357;0;0;137650
47249;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;4446022;4445477;1113534;50410357;0;0;4447549
47266;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1494796;1494756;246505;50410357;0;0;1498807
47270;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;2060009;2042968;318902;50410357;0;0;2063681
47422;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;539865;518016;76085;50410357;0;0;542044
47433;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;465704;464213;90164;50410357;0;0;468415
47535;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;191018;186280;46707;50410357;0;0;213253
47554;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;5577535;5577479;1039253;50410357;0;0;5581274
47601;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;306820;303878;61975;50410357;0;0;307530
47612;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;516156;516120;137331;50410357;0;0;518387
47643;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;63345;62105;14816;50410357;0;0;64162
47655;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;13198;12979;5842;50410357;0;0;13363
47700;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;633673;633642;93245;50410357;0;0;636792
47734;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;327803;318710;102864;50410357;0;0;328636
47789;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1081941;1081613;286935;50410357;0;0;1084474
47808;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;368172;364744;76126;50410357;0;0;370498
47983;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;5546210;5544301;1207579;50410357;0;0;5547669
48000;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;0;327785;327735;311;50410357;0;0;328091
48010;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;611470;611436;158689;50410357;0;0;613540
48014;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;486942;485840;140857;50410357;0;0;487785
48022;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;127015;125602;30078;50410357;0;0;127923
48051;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;246292;245214;55383;50410357;0;0;248616
48074;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2721966;2719134;510857;50410357;0;0;2725791
48082;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;876446;865350;226981;50410357;0;0;879976
48091;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;4;11638;466;94;50410357;0;0;11839
48144;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;171582;171563;54304;50410357;0;0;172173
48145;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;6520;6473;1301;50410357;0;0;6659
48161;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;331156;331137;67685;50410357;0;0;334735
48211;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1572801;1562399;297507;50410357;0;0;1577908
48236;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;288292;278849;74757;50410357;0;0;289130
48396;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;654957;654714;132208;50410357;0;0;659260
48429;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;6;21140;9263;117;50410357;0;0;23632
48521;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;0;7614;877;98;50410357;0;0;7743
48543;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;91477;91461;28950;50410357;0;0;91990
48609;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;6330;6296;2853;50410357;0;0;6473
48630;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;714159;714131;130087;50410357;0;0;716330
48667;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;384234;383307;82175;50410357;0;0;385846
48736;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2083155;2075168;413923;50410357;0;0;2086772
48870;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1363328;1328851;205406;50410357;0;0;1367275
49167;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;317990;306196;77166;50410357;0;0;318823
49190;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;807310;806951;227098;50410357;0;0;809498
49213;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;822381;820341;165309;50410357;0;0;825818
49272;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;4;31012;5083;456;50410357;0;0;31289
49331;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;51327;51296;11703;50410357;0;0;52105
49342;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;605842;605177;157587;50410357;0;0;606693
49418;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;9614;8154;3277;50410357;0;0;9769
49550;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;120657;120644;53491;50410357;0;0;121310
49645;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;418;378;34;50410357;0;0;549
49725;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;205421;205399;45251;50410357;0;0;207423
49825;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;25823;25374;5014;50410357;0;0;25977
49827;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;247122;247092;38479;50410357;0;0;248022
49835;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;58726;57942;22088;50410357;0;0;59041
49931;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;3;2189;1855;582;50410357;0;0;2330
70;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;188017;187992;60572;50410357;0;0;189170
211;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1080269;1080229;200540;50410357;0;0;1083835
257;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;16;69005;60432;371;50410357;0;0;70298
259;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;0;3258;3219;667;50410357;0;0;3457
450;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;89734;89718;28278;50410357;0;0;90056
527;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;51513;51480;17789;50410357;0;0;51914
591;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;12504;12461;3102;50410357;0;0;12655
626;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;38;2860;2845;1043;50410357;0;0;2975
717;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;303803;303788;109335;50410357;0;0;304786
736;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;908001;907542;187013;50410357;0;0;911799
775;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;8;100;648890;646207;88067;50410357;0;0;668066
892;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;3451445;3451402;641500;50410357;0;0;3455131
966;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;244882;238852;61769;50410357;0;0;245236
1113;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;4;22625;22592;7403;50410357;0;0;22888
1131;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;3307266;3307151;555458;50410357;0;0;3309633
1180;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;7;0;21624;20215;2923;50410357;0;0;38952
1209;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;1;21955;21903;3360;50410357;0;0;23280
1235;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;5;330;301;113;50410357;0;0;453
1243;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;13;26293;26276;8799;50410357;0;0;26606
1248;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;92;58559;58520;12945;50410357;0;0;58866
1253;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;321438;321406;116153;50410357;0;0;322316
1264;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1168099;1166861;194326;50410357;0;0;1169952
1286;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;75;113507;113459;20937;50410357;0;0;113839
1412;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;531820;531785;152340;50410357;0;0;533894
1468;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;6691378;6691319;1031336;50410357;0;0;6695391
1550;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;183922;172429;63027;50410357;0;0;185359
1551;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;290600;290569;106154;50410357;0;0;291407
1613;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;997354;996981;279922;50410357;0;0;999730
1661;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;752212;751366;219104;50410357;0;0;754063
1796;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;51347;50788;17319;50410357;0;0;51620
1847;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;0;3584;3543;643;50410357;0;0;3721
1903;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;1498152;1498128;258146;50410357;0;0;1500405
1969;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;3;3100;849;216;50410357;0;0;3228
2118;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;0;310;286;15;50410357;0;0;413
2146;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;71029;71014;24021;50410357;0;0;71304
2217;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1551108;1551071;303576;50410357;0;0;1554608
2271;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;8946049;8943951;1919194;50410357;0;0;8949609
2321;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;4776807;4758332;870761;50410357;0;0;4780451
2343;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;1605106;1520934;230961;50410357;0;0;1608912
2348;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;808154;781324;166507;50410357;0;0;811557
2383;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;48631;27747;6158;50410357;0;0;48936
2388;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;524387;524349;99194;50410357;0;0;526660
2449;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;4929550;4916054;769266;50410357;0;0;4933150
2550;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;340419;310380;64381;50410357;0;0;344262
2568;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;77;478130;478084;84938;50410357;0;0;479527
2602;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;524998;524959;113312;50410357;0;0;526692
2669;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1388508;1381940;272140;50410357;0;0;1391092
2761;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;52;12654;8178;2664;50410357;0;0;12865
2825;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1835395;1835377;495125;50410357;0;0;1838651
2826;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;84151;75102;25097;50410357;0;0;84689
2828;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;1484597;1484557;254681;50410357;0;0;1488209
3064;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;54;33759;20723;868;50410357;0;0;34089
3068;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;17659;17627;8840;50410357;0;0;17856
3091;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;3;85435;85403;15960;50410357;0;0;85924
3161;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;17058;17026;8064;50410357;0;0;17341
3234;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;4;100;369814;369781;76775;50410357;0;0;371768
3281;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;414268;414098;92462;50410357;0;0;415838
3398;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;3677125;3672551;967162;50410357;0;0;3678748
3421;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;360947;360896;21061;50410357;0;0;361276
3443;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;6;100;345704;345653;53871;50410357;0;0;376689
3628;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;317087;317044;66830;50410357;0;0;317434
3764;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;1;100;25838;25807;11998;50410357;0;0;26054
3828;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;39;1865;1847;782;50410357;0;0;1968
3845;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;2;100;1846397;1846381;479522;50410357;0;0;1849722
3895;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;85;53791;42117;9174;50410357;0;0;54113
3942;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;3;100;388458;388417;76876;50410357;0;0;389560
3950;gov2;bm25_simple_est;IDX_D_SANSLEN;1;100;5;100;2339120;2337142;402080;50410357;0;0;2340841
